"","Top","p.value","FDR","summary.AUC","AUC.cap50_r16h","AUC.cap50_r4h","AUC.cap50_r8h","AUC.control"
"Ccne2",4799,1,1,0.645096791071857,0.645096791071857,0.464791979510338,0.526989084723603,0.60370952783777
"Ints8",4800,1,1,0.547936867892273,0.547936867892273,0.496286431444762,0.508521398385817,0.569729524667913
"Dpy19l4",4801,1,1,0.464430531895784,0.464430531895784,0.502292873349399,0.500350826144411,0.468645021044326
"Gm26663",4802,1,1,0.500302724520686,0.500302724520686,0.500393184796855,0.500351947442515,0.5
"Esrp1",4803,1,1,0.499203504579849,0.499203504579849,0.500907148781273,0.499672744476159,0.499336589756271
"Virma",4804,1,1,0.562073898057427,0.562073898057427,0.511516326851239,0.515936122263355,0.54216163849759
"Gm11831",4805,1,1,0.499803608823498,0.499803608823498,0.499601752289924,0.499601752289924,0.49973491703102
"Rad54b",4806,1,1,0.551615796650138,0.551615796650138,0.498085853437535,0.49249094691943,0.553767100835174
"Fsbp",4807,1,1,0.498067614504254,0.498067614504254,0.496018462408913,0.496442775205333,0.50205743635834
"Gm11832",4808,1,1,0.5,0.5,0.500131061598951,0.500117315814172,0.5
"Gem",4809,1,1,0.488437193201578,0.488437193201578,0.508252757330394,0.50050892917713,0.478620229753072
"Cdh17",4810,1,1,0.502895935984594,0.502895935984594,0.497476920683984,0.497890557941117,0.495521622813802
"Pdp1",4811,1,1,0.494298467168274,0.494298467168274,0.497362378796728,0.493652705197086,0.466533374622094
"Gm10604",4812,1,1,0.500001346246043,0.500001346246043,0.500424684468287,0.500017753886653,0.499900438072481
"Gm26895",4813,1,1,0.499702640370262,0.499702640370262,0.499601752289924,0.49995369973244,0.499734943552578
"Gm11840",4814,1,1,0.500102254419605,0.500102254419605,0.500031499671433,0.499900438072481,0.499900438072481
"Tmem67",4815,1,1,0.502449203323741,0.502449203323741,0.499650267525378,0.500357180167002,0.505376635823156
"Rbm12b2",4816,1,1,0.502032389474204,0.502032389474204,0.496850580904048,0.495696761560256,0.508070112177702
"Rbm12b1",4817,1,1,0.500642581320294,0.500642581320294,0.509015560889883,0.496068168196958,0.501913556907943
"Fam92a",4818,1,1,0.52153945445288,0.52153945445288,0.463739572095101,0.508720919367266,0.465280124935632
"Gm11846",4819,1,1,0.500304070766729,0.500304070766729,0.500031499671433,0.499900438072481,0.500166820597787
"Triqk",4820,1,1,0.491259929569229,0.491259929569229,0.498569961892444,0.499527302767868,0.496858415406946
"Runx1t1",4821,1,1,0.496844298808753,0.496844298808753,0.500225847685648,0.497305917781564,0.504718158589155
"Slc26a7",4822,1,1,0.500002692492086,0.500002692492086,0.500062999342865,0.500152823587477,0.49980090266652
"Lrrc69",4823,1,1,0.499900438072481,0.499900438072481,0.500162561270384,0.500017753886653,0.500433203123094
"Otud6b",4824,1,1,0.636656109686501,0.636656109686501,0.473496458309519,0.504152891052247,0.585311549798892
"Tmem55a",4825,1,1,0.500743851171897,0.500743851171897,0.494988237860883,0.500879424759122,0.474196672626591
"Gm11837",4826,1,1,0.505158392879604,0.505158392879604,0.50435929877086,0.50247559261072,0.495622961685685
"Necab1",4827,1,1,0.50020579480558,0.50020579480558,0.499832349718904,0.499701314217443,0.500500276142459
"Tmem64",4828,1,1,0.538596150700791,0.538596150700791,0.480246678702829,0.495171947326648,0.590790161011316
"Decr1",4829,1,1,0.439123336632641,0.439123336632641,0.507779662016616,0.513809393525363,0.415990181295003
"Nbn",4830,1,1,0.566055712081775,0.566055712081775,0.487700435253952,0.500844360832982,0.565399323424455
"Osgin2",4831,1,1,0.484157316284634,0.484157316284634,0.514427110491035,0.497671157278692,0.517041745143956
"Ripk2",4832,1,1,0.545148611497906,0.545148611497906,0.482500066548602,0.501944891562064,0.643918834910093
"Gm11851",4833,1,1,0.5,0.5,0.500131061598951,0.5,0.5
"Mmp16",4834,1,1,0.499108081856582,0.499108081856582,0.500508901071198,0.499508824709523,0.501734562915182
"Cngb3",4835,1,1,0.499900438072481,0.499900438072481,0.499900438072481,0.499900438072481,0.499900438072481
"Cpne3",4836,1,1,0.507711016029973,0.507711016029973,0.509268158503632,0.521132754967771,0.517509161076453
"Rmdn1",4837,1,1,0.421486729831727,0.421486729831727,0.491721797616046,0.500600571936786,0.424893866030489
"Gm12353",4838,1,1,0.499900438072481,0.499900438072481,0.500031499671433,0.499900438072481,0.499900438072481
"Wwp1",4839,1,1,0.448727335345067,0.448727335345067,0.484379477350771,0.476534337605292,0.477321336465848
"Gm12354",4840,1,1,0.499900438072481,0.499900438072481,0.500162561270384,0.499900438072481,0.499900438072481
"Atp6v0d2",4841,1,1,0.5,0.5,0.500131061598951,0.500234631628343,0.5
"4930480G23Rik",4842,1,1,0.500100908173562,0.500100908173562,0.5,0.5,0.500266382525306
"Ttpa",4843,1,1,0.503405319319515,0.503405319319515,0.500030194796891,0.502032002408548,0.505711417445711
"4930598A11Rik",4844,1,1,0.500002692492086,0.500002692492086,0.499800876144962,0.499918238679888,0.499934067407615
"Ggh",4845,1,1,0.461124593664767,0.461124593664767,0.503115857722743,0.495077197636827,0.450771931153431
"Nkain3",4846,1,1,0.498029738776025,0.498029738776025,0.499136225248487,0.498861718901404,0.499846599310397
"Prdm13",4847,1,1,0.499903110471343,0.499903110471343,0.499963437415346,0.499818700112747,0.499834478958539
"Ccnc",4848,1,1,0.482040073123263,0.482040073123263,0.509168700966077,0.521158778427944,0.493570193121496
"Tstd3",4849,1,1,0.532814445903213,0.532814445903213,0.487940740949521,0.501917746803786,0.563586044526088
"Usp45",4850,1,1,0.530016424201726,0.530016424201726,0.494020516803391,0.511551052422368,0.528871473773256
"Pnisr",4851,1,1,0.444230491789708,0.444230491789708,0.502583025252454,0.47255620553469,0.486777385683069
"Coq3",4852,1,1,0.500165407424286,0.500165407424286,0.500178480739791,0.51677169959452,0.485059929172589
"Faxc",4853,1,1,0.49844765775291,0.49844765775291,0.49297927911423,0.495858578892946,0.506610445207841
"Fbxl4",4854,1,1,0.487334276107428,0.487334276107428,0.502266697566096,0.499193529698795,0.491671116984045
"Pou3f2",4855,1,1,0.499803528450599,0.499803528450599,0.499732839986367,0.499719068104096,0.501333397833762
"Mms22l",4856,1,1,0.539047203404917,0.539047203404917,0.497635828305652,0.504316460413225,0.525819240308015
"Klhl32",4857,1,1,0.508282748640593,0.508282748640593,0.503427357373298,0.502350567872081,0.503490528727409
"Gm11899",4858,1,1,0.500302724520686,0.500302724520686,0.500131061598951,0.500351947442515,0.500266382525306
"Ndufaf4",4859,1,1,0.589725209080048,0.589725209080048,0.439281160273564,0.495490068943014,0.582397705821609
"Gpr63",4860,1,1,0.500653592407333,0.500653592407333,0.499922855817105,0.500269111545053,0.501979754715904
"Ufl1",4861,1,1,0.477939648794547,0.477939648794547,0.499593166215441,0.510583699203561,0.50695488067739
"Fut9",4862,1,1,0.5,0.5,0.500131061598951,0.5,0.5
"Manea",4863,1,1,0.441206501685219,0.441206501685219,0.474752112983345,0.470844800942488,0.436627241840749
"Epha7",4864,1,1,0.500930818626098,0.500930818626098,0.502401569398709,0.500788272567386,0.511793553224629
"Gm11915",4865,1,1,0.5,0.5,0.5,0.5,0.500266382525306
"Gm11924",4866,1,1,0.5,0.5,0.5,0.500117315814172,0.5
"Map3k7",4867,1,1,0.514050709672597,0.514050709672597,0.500652150198367,0.498689482840495,0.549376059138406
"Bach2",4868,1,1,0.507978075077128,0.507978075077128,0.508164260738987,0.503805779207807,0.51868666519419
"Bach2os",4869,1,1,0.499131892327643,0.499131892327643,0.502779382773464,0.498890475525707,0.498877740286904
"Casp8ap2",4870,1,1,0.597314058304911,0.597314058304911,0.478358551338723,0.518823464882158,0.583023694147456
"Mdn1",4871,1,1,0.542232140237847,0.542232140237847,0.480977747713468,0.502698497329722,0.589879675936269
"Lyrm2",4872,1,1,0.482591792882257,0.482591792882257,0.497482636034476,0.495046665623859,0.49912539859249
"Ankrd6",4873,1,1,0.503675713841941,0.503675713841941,0.493692288661214,0.502933432642969,0.490018585246758
"Rragd",4874,1,1,0.475776492615137,0.475776492615137,0.531408147532247,0.510532960464337,0.449400262711942
"Ube2j1",4875,1,1,0.503369794498555,0.503369794498555,0.499059942282789,0.495214252969711,0.5640222445852
"Gabrr2",4876,1,1,0.497425716353594,0.497425716353594,0.500899241241552,0.498895895133211,0.49684820460724
"Pm20d2",4877,1,1,0.498032571920683,0.498032571920683,0.50024881347758,0.499249337639866,0.496848973732413
"Srsf12",4878,1,1,0.499604464875235,0.499604464875235,0.499664751632789,0.49963726006323,0.499935393485499
"Pnrc1",4879,1,1,0.376783444468958,0.376783444468958,0.511201408429385,0.478004195897507,0.36254489304068
"Rngtt",4880,1,1,0.496093776686314,0.496093776686314,0.50711845598893,0.513925517960299,0.496387684279739
"Cnr1",4881,1,1,0.471490527451162,0.471490527451162,0.503497846696032,0.490613239802121,0.458501798267697
"Spaca1",4882,1,1,0.500714334225071,0.500714334225071,0.499795813231741,0.500106476599163,0.500734434975187
"Akirin2",4883,1,1,0.440071194313135,0.440071194313135,0.560495027645072,0.467741725240476,0.450249164730063
"Orc3",4884,1,1,0.528124526553397,0.528124526553397,0.484899626440516,0.503270336002583,0.513629030666771
"Rars2",4885,1,1,0.487064946525902,0.487064946525902,0.483653758325752,0.510406580823822,0.475395261382681
"Slc35a1",4886,1,1,0.517017192968497,0.517017192968497,0.491098693924974,0.517736062685049,0.529213628388845
"Cfap206",4887,1,1,0.500406204626987,0.500406204626987,0.500587141348708,0.500152753506346,0.499934040886058
"Gm136",4888,1,1,0.500100908173562,0.500100908173562,0.500262123197903,0.5,0.5
"Smim8",4889,1,1,0.484801324223869,0.484801324223869,0.482518126012256,0.5041021756734,0.442572022472458
"Zfp292",4890,1,1,0.466144925998663,0.466144925998663,0.506969909071122,0.469635644459545,0.4726766160699
"Mob3b",4891,1,1,0.508103135306568,0.508103135306568,0.498896806867607,0.503069390038126,0.504500496165301
"Gm12364",4892,1,1,0.499701314217443,0.499701314217443,0.50009457730677,0.499701314217443,0.499701314217443
"3110043O21Rik",4893,1,1,0.446850728640601,0.446850728640601,0.502844443818105,0.476544429288232,0.434698488080257
"Lingo2",4894,1,1,0.477022031416962,0.477022031416962,0.493888567889752,0.488357071214203,0.467667940337953
"Gm17094",4895,1,1,0.5,0.5,0.500131061598951,0.5,0.5
"1700009N14Rik",4896,1,1,0.500006269086052,0.500006269086052,0.499764496242744,0.500088652631378,0.505361412449049
"Aco1",4897,1,1,0.493680741166717,0.493680741166717,0.488832909771057,0.499301594803606,0.529803070008213
"Ddx58",4898,1,1,0.497488125908967,0.497488125908967,0.500217992340908,0.49852497906443,0.501156658173403
"Topors",4899,1,1,0.605307343953004,0.605307343953004,0.523919289855957,0.55960213353128,0.601424801730139
"Smim27",4900,1,1,0.502045429976921,0.502045429976921,0.494664498487128,0.49540361218709,0.516081054760227
"Ndufb6",4901,1,1,0.529880975775207,0.529880975775207,0.507884782709682,0.493513547430256,0.515527974196434
"Aptx",4902,1,1,0.465514862757249,0.465514862757249,0.502629530981114,0.497180472556136,0.475354232532955
"Gm6297",4903,1,1,0.492682730797809,0.492682730797809,0.496488138951392,0.495479580133662,0.494868343805105
"Dnaja1",4904,1,1,0.612674745750383,0.612674745750383,0.47430895149155,0.63190843442303,0.664585864816014
"Smu1",4905,1,1,0.573689449570226,0.573689449570226,0.532561500042017,0.537804355346097,0.567729905305309
"B4galt1",4906,1,1,0.470713884136841,0.470713884136841,0.513900541418545,0.486788141562391,0.506260121952487
"Bag1",4907,1,1,0.454269790118233,0.454269790118233,0.499832454108867,0.514361749643661,0.397677072240692
"Chmp5",4908,1,1,0.428390641219,0.428390641219,0.525108422025656,0.52163044780348,0.428571636955096
"Nfx1",4909,1,1,0.472501598416011,0.472501598416011,0.481412505813216,0.462879239371168,0.44029321067219
"Aqp7",4910,1,1,0.499903110471343,0.499903110471343,0.500618745410104,0.500522501556268,0.49996769674275
"Aqp3",4911,1,1,0.500008137755932,0.500008137755932,0.500188971931105,0.499989160784991,0.499669010960193
"Nol6",4912,1,1,0.513054829185489,0.513054829185489,0.496834818019587,0.496571911370355,0.521069759759244
"Ube2r2",4913,1,1,0.489456502388482,0.489456502388482,0.489387872913571,0.501106300742243,0.482650021312724
"Ubap2",4914,1,1,0.608661023685491,0.608661023685491,0.478162689670039,0.519922220222574,0.60997235498914
"Dcaf12",4915,1,1,0.490589438760071,0.490589438760071,0.504175859507812,0.508500817893526,0.478435719276314
"Ubap1",4916,1,1,0.46325045681946,0.46325045681946,0.519407868811045,0.518237189496203,0.472874519933284
"Kif24",4917,1,1,0.526341473902317,0.526341473902317,0.495917021462055,0.503335347932261,0.523720350755026
"Nudt2",4918,1,1,0.458053545228442,0.458053545228442,0.520967454863085,0.522111718294035,0.455536873770328
"AI464131",4919,1,1,0.50110291709415,0.50110291709415,0.499129335510908,0.501323832574495,0.503759430800694
"1110017D15Rik",4920,1,1,0.498614471702913,0.498614471702913,0.498926088252319,0.498947615008276,0.499075140240693
"Fam219aos",4921,1,1,0.499900438072481,0.499900438072481,0.499900438072481,0.499900438072481,0.499900438072481
"Fam219a",4922,1,1,0.487775121453496,0.487775121453496,0.503643131427486,0.511131056201143,0.488132743366587
"Dnaic1",4923,1,1,0.500306702979142,0.500306702979142,0.500094525111789,0.500170530753376,0.499834638087885
"Enho",4924,1,1,0.487962028628023,0.487962028628023,0.483013795655603,0.497333039179464,0.47607431934544
"Gm12405",4925,1,1,0.5,0.5,0.500131061598951,0.5,0.5
"Cntfr",4926,1,1,0.502401080051005,0.502401080051005,0.49830718625727,0.503183785805151,0.501330984372013
"Il11ra1",4927,1,1,0.470123083056147,0.470123083056147,0.498245152521566,0.503366043467869,0.47062774617469
"Rpp25l",4928,1,1,0.604355588186952,0.604355588186952,0.460043593248683,0.5432804015219,0.563707009350653
"Arid3c",4930,1,1,0.500100908173562,0.500100908173562,0.500131061598951,0.500117315814172,0.5
"Sigmar1",4931,1,1,0.623421868099233,0.623421868099233,0.458484059391626,0.53257333616648,0.565807490197102
"Galt",4932,1,1,0.485044874198331,0.485044874198331,0.500821679498803,0.504555717396249,0.495461843222798
"Ccl27a",4933,1,1,0.46807136389995,0.46807136389995,0.504868199842058,0.505631976693445,0.4593547846057
"Gm13307",4934,1,1,0.499901784318524,0.499901784318524,0.499931937743914,0.500035507773306,0.499800876144962
"Gm20878",4935,1,1,0.500001346246043,0.500001346246043,0.500031499671433,0.50048701714334,0.499900438072481
"Gm13306",4936,1,1,0.499900438072481,0.499900438072481,0.499900438072481,0.499900438072481,0.499900438072481
"Gm13305",4937,1,1,0.500001346246043,0.500001346246043,0.500162561270384,0.500017753886653,0.499900438072481
"Gm10600",4938,1,1,0.499800876144962,0.499800876144962,0.499931989938895,0.499918191959134,0.499934067407615
"Gm2163",4939,1,1,0.500001346246043,0.500001346246043,0.499900438072481,0.500135069700825,0.500033629335134
"Phf24",4940,1,1,0.500103600665648,0.500103600665648,0.499800876144962,0.500035507773306,0.499934067407615
"Dnajb5",4941,1,1,0.506714231347761,0.506714231347761,0.497295073367876,0.49889169026532,0.505661503874163
"1700022I11Rik",4942,1,1,0.499716243483265,0.499716243483265,0.499916618516796,0.499896466808361,0.501270037832472
"Vcp",4943,1,1,0.574415779450338,0.574415779450338,0.459813543867011,0.501475534863868,0.528145233959391
"Fancg",4944,1,1,0.502692090221793,0.502692090221793,0.49644878393522,0.50143028581328,0.497259474402135
"Pigo",4945,1,1,0.495742205536809,0.495742205536809,0.500095542913931,0.502510586455728,0.492662386723775
"Stoml2",4946,1,1,0.535515156118327,0.535515156118327,0.489470236594632,0.496352043500386,0.531195557872479
"Gm26643",4947,1,1,0.5,0.5,0.5,0.5,0.500266382525306
"Fam214b",4948,1,1,0.418955124194211,0.418955124194211,0.518994066996435,0.505611653165303,0.414934623299464
"Gm26881",4949,1,1,0.486207970499931,0.486207970499931,0.497738287054653,0.499369877186087,0.482920647287258
"Unc13b",4950,1,1,0.501460254999094,0.501460254999094,0.502934897721324,0.502730641208714,0.502773518415615
"Atp8b5",4951,1,1,0.500008177942382,0.500008177942382,0.499926874830693,0.499402628434886,0.500334967273459
"Rusc2",4952,1,1,0.438057370978391,0.438057370978391,0.539948707991521,0.505205906774154,0.438827496787179
"Fam166b",4953,1,1,0.500608141533459,0.500608141533459,0.500062999342865,0.500035507773306,0.500466832458228
"Tesk1",4954,1,1,0.500919827632283,0.500919827632283,0.496062384485981,0.522773447698265,0.47877288783906
"Cd72",4955,1,1,0.500714394504744,0.500714394504744,0.499926848733202,0.499871891691573,0.500734620626091
"Sit1",4956,1,1,0.501111215595879,0.501111215595879,0.500424606175815,0.500017753886653,0.503496045211405
"AL732506.1",4957,1,1,0.507222027317944,0.507222027317944,0.501062402754225,0.49875162144378,0.540982834823527
"Arhgef39",4959,1,1,0.527906434694408,0.527906434694408,0.500415419859042,0.507182194683141,0.513815105915432
"Gm12454",4960,1,1,0.498172260017578,0.498172260017578,0.50014797277301,0.502712046348484,0.497991416350901
"Car9",4961,1,1,0.500018968003951,0.500018968003951,0.499523538109905,0.500248437611254,0.499005733324252
"Tln1",4963,1,1,0.558792754865474,0.558792754865474,0.531315762414707,0.554611282389397,0.475650345724417
"Creb3",4964,1,1,0.470321423275429,0.470321423275429,0.514423378549846,0.489160271062604,0.483296776018232
"Gba2",4965,1,1,0.505080230236204,0.505080230236204,0.499090815614442,0.499794405320485,0.511201989880647
"Rgp1",4966,1,1,0.481806670227186,0.481806670227186,0.489923758790287,0.500120002257547,0.498621807255322
"Msmp",4967,1,1,0.500102254419605,0.500102254419605,0.499900438072481,0.500017753886653,0.499900438072481
"Gm12473",4968,1,1,0.500102254419605,0.500102254419605,0.500031499671433,0.500017753886653,0.499900438072481
"Npr2",4969,1,1,0.466985505953421,0.466985505953421,0.49010448391429,0.495457504577232,0.45259489042035
"Spag8",4970,1,1,0.499808812968649,0.499808812968649,0.500382824092995,0.500259183384754,0.500268795987055
"Hint2",4971,1,1,0.435148394491081,0.435148394491081,0.51745535893706,0.509665262614557,0.471956502735858
"Fam221b",4972,1,1,0.497270857872184,0.497270857872184,0.496839907030299,0.498458612232876,0.497025474698752
"Tmem8b",4973,1,1,0.493820891407776,0.493820891407776,0.498007378282608,0.497341542356756,0.493662435099096
"Olfr71",4974,1,1,0.500507112800549,0.500507112800549,0.499800876144962,0.499918168598757,0.499934040886058
"Hrct1",4975,1,1,0.510156823598769,0.510156823598769,0.483176696193368,0.488025587462093,0.529236251277543
"Spaar",4976,1,1,0.501943476955684,0.501943476955684,0.499088440742776,0.499902727389444,0.503900896789343
"Olfr157",4977,1,1,0.5,0.5,0.5,0.5,0.5
"Reck",4978,1,1,0.49920430830883,0.49920430830883,0.500245185926354,0.498140280373116,0.501340134309411
"Glipr2",4979,1,1,0.420104737942156,0.420104737942156,0.474711192117723,0.452275964171535,0.596058721486939
"Ccin",4980,1,1,0.5,0.5,0.5,0.5,0.500133191262653
"Clta",4981,1,1,0.47323013855082,0.47323013855082,0.543549874653751,0.528871300393706,0.495672556998541
"Gne",4982,1,1,0.475400729223304,0.475400729223304,0.498311701123184,0.499168720978235,0.475260399261894
"Rnf38",4983,1,1,0.485813661061863,0.485813661061863,0.511293010622201,0.503307829407949,0.500757986118405
"Pax5",4985,1,1,0.49692177828252,0.49692177828252,0.498250893969548,0.498996578358834,0.496415770609319
"Zcchc7",4986,1,1,0.497727878263994,0.497727878263994,0.512633429946244,0.475661593914042,0.520990274650886
"Gm12678",4987,1,1,0.5,0.5,0.5,0.5,0.5
"Gm12679",4988,1,1,0.499800876144962,0.499800876144962,0.499931937743914,0.499800876144962,0.500067258670269
"Grhpr",4989,1,1,0.452882071659672,0.452882071659672,0.492075549104256,0.491459889952066,0.444658765152031
"Zbtb5",4990,1,1,0.494969721519964,0.494969721519964,0.500033404788263,0.501032061463582,0.503691509091484
"1700055D18Rik",4991,1,1,0.498634705580009,0.498634705580009,0.498713524189503,0.498140350454247,0.500478767159183
"Polr1e",4992,1,1,0.551958466501179,0.551958466501179,0.492016516579997,0.527881965059977,0.577658276943197
"Fbxo10",4993,1,1,0.504843994195469,0.504843994195469,0.494178250037972,0.497831689790637,0.50580731939827
"Tomm5",4994,1,1,0.575814971140102,0.575814971140102,0.448838609463055,0.575987055360917,0.543803800305825
"Frmpd1",4995,1,1,0.501046394853563,0.501046394853563,0.49970120982748,0.501199975854714,0.499743536537265
"Trmt10b",4996,1,1,0.480522672993621,0.480522672993621,0.495819912698674,0.507701565948868,0.47981301028803
"Exosc3",4997,1,1,0.5445392844642,0.5445392844642,0.495978063493107,0.515532688549547,0.597504676811481
"Dcaf10",4998,1,1,0.489016119186578,0.489016119186578,0.503899408787443,0.512088154214371,0.512667597679427
"Slc25a51",4999,1,1,0.497807588085682,0.497807588085682,0.472481370306171,0.477433104756715,0.495003550706142
"Shb",5000,1,1,0.525948189218699,0.525948189218699,0.483284165660608,0.484250994357815,0.501433728886453
"Aldh1b1",5001,1,1,0.499337305361957,0.499337305361957,0.50126961683142,0.501506090237212,0.497747391498716
"Stra6l",5002,1,1,0.499900438072481,0.499900438072481,0.499900438072481,0.499900438072481,0.500033629335134
"Ccdc180",5003,1,1,0.500910906240594,0.500910906240594,0.500325148638259,0.500270139401649,0.500200449932922
"Tdrd7",5004,1,1,0.495865557842164,0.495865557842164,0.506603917859713,0.513178289575609,0.472962491940099
"Tmod1",5005,1,1,0.486576841915752,0.486576841915752,0.503333354211326,0.49588665806631,0.486468276928345
"Tstd2",5006,1,1,0.488020741030083,0.488020741030083,0.486688792119393,0.48383578701391,0.482601725556194
"Ncbp1",5007,1,1,0.62127299820246,0.62127299820246,0.501083724404233,0.518894363626884,0.591484203654161
"Xpa",5008,1,1,0.478434705660382,0.478434705660382,0.482523058438023,0.495067689963317,0.502896498878562
"Gm12446",5009,1,1,0.5,0.5,0.500131061598951,0.500117315814172,0.5
"Foxe1",5010,1,1,0.499702640370262,0.499702640370262,0.499863875487827,0.50007094546548,0.499601752289924
"Trmo",5011,1,1,0.493860876924579,0.493860876924579,0.498007091210209,0.492381667075006,0.495968351931311
"Hemgn",5012,1,1,0.5,0.5,0.5,0.500117315814172,0.5
"Anp32b",5013,1,1,0.644692435021526,0.644692435021526,0.468433023138557,0.519584335727118,0.67219699491656
"Nans",5014,1,1,0.532000650216746,0.532000650216746,0.497653966061779,0.530616390649794,0.549449974719651
"Trim14",5015,1,1,0.500304070766729,0.500304070766729,0.500031499671433,0.500017753886653,0.500433203123094
"Coro2a",5016,1,1,0.499540146463532,0.499540146463532,0.499859073549515,0.498591649580887,0.498446101935713
"Tbc1d2",5017,1,1,0.495408818755498,0.495408818755498,0.502219878667546,0.500812614080402,0.495647998036132
"Gabbr2",5018,1,1,0.498482479311011,0.498482479311011,0.50136166268158,0.500385516304515,0.498024462211766
"Gm568",5019,1,1,0.499900438072481,0.499900438072481,0.500031499671433,0.500017753886653,0.499900438072481
"Anks6",5020,1,1,0.490119277399422,0.490119277399422,0.503826675080498,0.498520353709749,0.489086644231551
"Galnt12",5021,1,1,0.508161787428955,0.508161787428955,0.498861131597641,0.499868434355752,0.502291250410819
"Col15a1",5022,1,1,0.499326897071654,0.499326897071654,0.49974079972107,0.499976219136036,0.509764150152754
"Tgfbr1",5023,1,1,0.520916524306171,0.520916524306171,0.499960384008919,0.503146993211101,0.552277437983581
"Alg2",5024,1,1,0.474601902989108,0.474601902989108,0.502564704813891,0.497362122849047,0.482988462910238
"Sec61b",5025,1,1,0.443746566570259,0.443746566570259,0.530515430663403,0.512182226453254,0.440066106573803
"Gm12434",5026,1,1,0.499900438072481,0.499900438072481,0.499900438072481,0.499900438072481,0.499900438072481
"Nr4a3",5027,1,1,0.498509183206404,0.498509183206404,0.50014233571499,0.499245623339895,0.499507096850576
"Stx17",5028,1,1,0.486594544046558,0.486594544046558,0.494345587149178,0.5145281222499,0.480365242161978
"Erp44",5029,1,1,0.497923586270862,0.497923586270862,0.523985133825323,0.549846840023091,0.495498177756815
"Invs",5030,1,1,0.483528458636691,0.483528458636691,0.494986985181323,0.496998098091532,0.494618325080885
"Tex10",5031,1,1,0.549226531415154,0.549226531415154,0.511122437422132,0.492584411788506,0.507418795764274
"Msantd3",5032,1,1,0.505448036711125,0.505448036711125,0.485860092395556,0.507414840679424,0.479026036107085
"Tmeff1",5033,1,1,0.453542676602364,0.453542676602364,0.518655399857925,0.492902019476574,0.509324714463606
"Cavin4",5034,1,1,0.610767959022682,0.610767959022682,0.543187615383531,0.509470039942507,0.592596782998706
"Plppr1",5035,1,1,0.5,0.5,0.5,0.5,0.500133191262653
"Baat",5036,1,1,0.499409279292204,0.499409279292204,0.500083955628002,0.499725702451214,0.499970269333844
"Mrpl50",5037,1,1,0.584952123873925,0.584952123873925,0.494041238211111,0.555313518687648,0.568732367142379
"Zfp189",5038,1,1,0.49497560883475,0.49497560883475,0.503177473898595,0.495932981694248,0.497897821773859
"Aldob",5039,1,1,0.500100908173562,0.500100908173562,0.5,0.500117315814172,0.5
"Tmem246",5040,1,1,0.510506305052923,0.510506305052923,0.488824897841372,0.522861376157951,0.473912149355834
"Rnf20",5041,1,1,0.54039829191517,0.54039829191517,0.50542311078959,0.511803928505285,0.512942414060075
"Grin3a",5042,1,1,0.50074857307966,0.50074857307966,0.500615561516222,0.501153161658856,0.498949799359112
"Ppp3r2",5043,1,1,0.499900438072481,0.499900438072481,0.499900438072481,0.499900438072481,0.499900438072481
"Smc2os",5044,1,1,0.501344176441016,0.501344176441016,0.500100083877336,0.501951058701638,0.503071302465211
"Vma21-ps",5046,1,1,0.500093031629548,0.500093031629548,0.500789736170026,0.50125681165238,0.501330666113321
"Toporsl",5047,1,1,0.499900438072481,0.499900438072481,0.499900438072481,0.499900438072481,0.499900438072481
"Olfr272",5048,1,1,0.5,0.5,0.500131061598951,0.5,0.5
"Nipsnap3b",5049,1,1,0.474266004554732,0.474266004554732,0.505560931638667,0.53502900237547,0.470900281701377
"Abca1",5050,1,1,0.500257796070649,0.500257796070649,0.504199895296867,0.503792790838097,0.504760805253899
"AI427809",5051,1,1,0.500304050673505,0.500304050673505,0.499900438072481,0.500135046340447,0.500299985338883
"Slc44a1",5052,1,1,0.500777326483955,0.500777326483955,0.486062791606838,0.490818951283522,0.523000688287465
"Fsd1l",5053,1,1,0.493790229147151,0.493790229147151,0.509226167640886,0.500329708363445,0.508376117910178
"Fktn",5054,1,1,0.494039847275419,0.494039847275419,0.497347816396845,0.504149410356048,0.495360371743126
"Tal2",5055,1,1,0.498817373084161,0.498817373084161,0.500137559874168,0.500138036468726,0.498842864438559
"Tmem38b",5056,1,1,0.458886992088494,0.458886992088494,0.502990302694357,0.472476266323998,0.426300914229919
"Gm12480",5057,1,1,0.500001346246043,0.500001346246043,0.499900438072481,0.499900438072481,0.499900438072481
"Zfp462",5058,1,1,0.568597304051879,0.568597304051879,0.512294240857919,0.51732279425245,0.576008980835947
"Rad23b",5059,1,1,0.454373953394168,0.454373953394168,0.477798473088006,0.452193268436337,0.469010435065997
"Gm12505",5060,1,1,0.500100908173562,0.500100908173562,0.5,0.5,0.5
"Gm12511",5062,1,1,0.495820910697271,0.495820910697271,0.500467797523139,0.498551446371769,0.495752731667398
"Gm12506",5063,1,1,0.5,0.5,0.500131061598951,0.5,0.5
"Gm12519",5064,1,1,0.5,0.5,0.500131061598951,0.5,0.5
"2310081O03Rik",5065,1,1,0.497411389884508,0.497411389884508,0.499115086280914,0.498818829248912,0.497411389884508
"Actl7b",5066,1,1,0.499907088929799,0.499907088929799,0.500844149438408,0.500106453238786,0.499802149179731
"Gm26657",5067,1,1,0.500100908173562,0.500100908173562,0.5,0.5,0.5
"Ikbkap",5068,1,1,0.529309182884913,0.529309182884913,0.488055178446813,0.513618282279696,0.535366948028568
