"","Top","p.value","FDR","summary.AUC","AUC.d5_MuSCs_and_progenitors"
"Lpcat2b",521,1,1,0.5,0.5
"Pigg",522,1,1,0.509262690291332,0.509262690291332
"Pde6b",523,1,1,0.500599679440095,0.500599679440095
"Atp5k",524,1,1,0.436468878427692,0.436468878427692
"Dgkq",525,1,1,0.503017582557331,0.503017582557331
"Idua",526,1,1,0.498112160885114,0.498112160885114
"Dao",527,1,1,0.499500998003992,0.499500998003992
"Acacb",528,1,1,0.499468839691543,0.499468839691543
"Mmab",529,1,1,0.510477397457008,0.510477397457008
"Mvk",530,1,1,0.51081633876151,0.51081633876151
"Acads",531,1,1,0.474424823001379,0.474424823001379
"Coq5",532,1,1,0.488460464643763,0.488460464643763
"Cox6a1",533,1,1,0.464699126097859,0.464699126097859
"Pla2g1b",534,1,1,0.497788385148414,0.497788385148414
"Sirt4",535,1,1,0.508070457400834,0.508070457400834
"Nos1",536,1,1,0.499200427413207,0.499200427413207
"Sdsl",537,1,1,0.501947770515359,0.501947770515359
"Sds",538,1,1,0.5,0.5
"Aldh2",539,1,1,0.562915911129042,0.562915911129042
"Setd1b",540,1,1,0.512140859255491,0.512140859255491
"B3gnt4",541,1,1,0.501666385281433,0.501666385281433
"Kmt5a",542,1,1,0.474923459562018,0.474923459562018
"Atp6v0a2",543,1,1,0.487106526602598,0.487106526602598
"Aacs",544,1,1,0.510685147464134,0.510685147464134
"Psph",545,1,1,0.453120306439483,0.453120306439483
"Vkorc1l1",546,1,1,0.523956663750492,0.523956663750492
"Gusb",547,1,1,0.517095614702488,0.517095614702488
"Asl",548,1,1,0.497217940537819,0.497217940537819
"Galnt17",549,1,1,0.473242274148152,0.473242274148152
"Mdh2",550,1,1,0.482584081196815,0.482584081196815
"Plod3",551,1,1,0.542172703293523,0.542172703293523
"Ache",552,1,1,0.500515994740654,0.500515994740654
"Cyp3a13",553,1,1,0.500232782329884,0.500232782329884
"Chst12",554,1,1,0.515596598819936,0.515596598819936
"Lfng",555,1,1,0.497742340291954,0.497742340291954
"Atp5j2",556,1,1,0.457354971492387,0.457354971492387
"Cyp3a25",557,1,1,0.5,0.5
"B3glct",558,1,1,0.507229773335058,0.507229773335058
"Kl",559,1,1,0.5,0.5
"Asns",560,1,1,0.468966132180896,0.468966132180896
"C1galt1",561,1,1,0.506037540444559,0.506037540444559
"Ndufa4",562,1,1,0.440258077766108,0.440258077766108
"Aass",563,1,1,0.500366166239473,0.500366166239473
"Ndufa5",564,1,1,0.447593096487362,0.447593096487362
"Hyal6",565,1,1,0.5,0.5
"Impdh1",566,1,1,0.513923452984182,0.513923452984182
"Atp6v1f",567,1,1,0.481458357543427,0.481458357543427
"Ahcyl2",568,1,1,0.505777533179704,0.505777533179704
"Akr1b3",569,1,1,0.473106149473298,0.473106149473298
"Akr1b8",570,1,1,0.497840642406143,0.497840642406143
"Akr1b10",571,1,1,0.509171331449149,0.509171331449149
"Akr1b7",572,1,1,0.500183083119736,0.500183083119736
"Bpgm",573,1,1,0.521309084504005,0.521309084504005
"Dgki",574,1,1,0.500650657674033,0.500650657674033
"Atp6v0a4",575,1,1,0.499500998003992,0.499500998003992
"Tbxas1",576,1,1,0.5,0.5
"Ndufb2",577,1,1,0.476256750504849,0.476256750504849
"Agk",578,1,1,0.501750435416242,0.501750435416242
"Mgam",579,1,1,0.499784941285499,0.499784941285499
"Gstk1",580,1,1,0.510229266841637,0.510229266841637
"Tpk1",581,1,1,0.501037288294155,0.501037288294155
"Ezh2",582,1,1,0.475691056554047,0.475691056554047
"Atp6v0e2",583,1,1,0.499600213706604,0.499600213706604
"Aoc1",584,1,1,0.499500998003992,0.499500998003992
"Hibadh",585,1,1,0.527241379562369,0.527241379562369
"Ggct",586,1,1,0.53919897298044,0.53919897298044
"Inmt",587,1,1,0.500732332478945,0.500732332478945
"Pde1c",588,1,1,0.499241904327559,0.499241904327559
"Nt5c3",589,1,1,0.506097837280401,0.506097837280401
"Hpgds",590,1,1,0.502628942042681,0.502628942042681
"Rpia",591,1,1,0.520633942660267,0.520633942660267
"Smyd1",592,1,1,0.449314845227158,0.449314845227158
"St3gal5",593,1,1,0.447931306921127,0.447931306921127
"Ggcx",594,1,1,0.51656061732266,0.51656061732266
"Mat2a",595,1,1,0.498386054693981,0.498386054693981
"Retsat",596,1,1,0.51125266859178,0.51125266859178
"Suclg1",597,1,1,0.442908580495545,0.442908580495545
"Hk2",598,1,1,0.534637060554833,0.534637060554833
"Mogs",599,1,1,0.525230206010535,0.525230206010535
"Mthfd2",600,1,1,0.449411868317557,0.449411868317557
"Dguok",601,1,1,0.511782001723393,0.511782001723393
"Atp6v1b1",602,1,1,0.499500998003992,0.499500998003992
"Nagk",603,1,1,0.529541795208558,0.529541795208558
"Cyp26b1",604,1,1,0.50650401869275,0.50650401869275
"Spr",605,1,1,0.531345766906319,0.531345766906319
"Nat8f3",606,1,1,0.500183083119736,0.500183083119736
"Nat8f5",607,1,1,0.5,0.5
"Nat8f2",608,1,1,0.500183083119736,0.500183083119736
"Nat8f1",609,1,1,0.499813627961945,0.499813627961945
"Pcyox1",610,1,1,0.520929579873574,0.520929579873574
"Gfpt1",611,1,1,0.536100811924302,0.536100811924302
"Rpn1",612,1,1,0.551114906766474,0.551114906766474
"Mgll",613,1,1,0.503340444705609,0.503340444705609
"Txnrd3",614,1,1,0.497212459007287,0.497212459007287
"Chst13",615,1,1,0.500549249359209,0.500549249359209
"Uroc1",616,1,1,0.5,0.5
"Aldh1l1",617,1,1,0.499701439303743,0.499701439303743
"Suclg2",618,1,1,0.513672216168176,0.513672216168176
"Eogt",619,1,1,0.5079025398489,0.5079025398489
"Gxylt2",620,1,1,0.522483045626068,0.522483045626068
"Setmar",621,1,1,0.499074169493309,0.499074169493309
"Mtmr14",622,1,1,0.508019844602264,0.508019844602264
"Alox5",623,1,1,0.508191233790201,0.508191233790201
"Csgalnact2",624,1,1,0.50405962151128,0.50405962151128
"B4galnt3",625,1,1,0.500965662961883,0.500965662961883
"Atp6v1e1",626,1,1,0.478223340941698,0.478223340941698
"Rimklb",627,1,1,0.500183083119736,0.500183083119736
"Lpcat3",628,1,1,0.503385575973648,0.503385575973648
"Eno2",629,1,1,0.500271153043601,0.500271153043601
"Tpi1",630,1,1,0.459483449797585,0.459483449797585
"Gapdh",631,1,1,0.475789175950552,0.475789175950552
"Ndufa9",632,1,1,0.478932650992413,0.478932650992413
"Tigar",633,1,1,0.495231433873374,0.495231433873374
"Gucy2c",634,1,1,0.500183083119736,0.500183083119736
"Pde6h",635,1,1,0.504260062811031,0.504260062811031
"Dera",636,1,1,0.509573310354758,0.509573310354758
"Mgst1",637,1,1,0.511882496449795,0.511882496449795
"Pik3c2g",638,1,1,0.5,0.5
"Pde3a",639,1,1,0.513873205620981,0.513873205620981
"Gys2",640,1,1,0.5,0.5
"Ldhb",641,1,1,0.492523192355677,0.492523192355677
"Cmas",642,1,1,0.505565215230469,0.505565215230469
"St8sia1",643,1,1,0.5,0.5
"Etnk1",644,1,1,0.512615377081794,0.512615377081794
"Bcat1",645,1,1,0.514622348126888,0.514622348126888
"Ndufa3",646,1,1,0.509864379625955,0.509864379625955
"Mboat7",647,1,1,0.531799820351973,0.531799820351973
"Tmem86b",648,1,1,0.49851194717851,0.49851194717851
"Kmt5c",649,1,1,0.501682647155341,0.501682647155341
"Cox6b2",650,1,1,0.515162827037247,0.515162827037247
"Slc27a5",651,1,1,0.499500998003992,0.499500998003992
"Pla2g4c",652,1,1,0.50227245984048,0.50227245984048
"Sult2a8",653,1,1,0.500183083119736,0.500183083119736
"Fkrp",654,1,1,0.508971621020135,0.508971621020135
"Ckm",655,1,1,0.499469205126912,0.499469205126912
"Ethe1",656,1,1,0.497970920115097,0.497970920115097
"Pafah1b3",657,1,1,0.462859524451646,0.462859524451646
"Bckdha",658,1,1,0.494694243881333,0.494694243881333
"Cyp2s1",659,1,1,0.500100860161771,0.500100860161771
"Cyp2f2",660,1,1,0.5,0.5
"Itpkc",661,1,1,0.502051006007027,0.502051006007027
"Blvrb",662,1,1,0.566137589339812,0.566137589339812
"Pld3",663,1,1,0.509296858498309,0.509296858498309
"Sirt2",664,1,1,0.457710357388482,0.457710357388482
"Cox7a1",665,1,1,0.497085835652021,0.497085835652021
"Prodh2",666,1,1,0.5,0.5
"Kmt2b",667,1,1,0.510650796539473,0.510650796539473
"Cox6b1",668,1,1,0.4569539061752,0.4569539061752
"Atp4a",669,1,1,0.5,0.5
"Gapdhs",670,1,1,0.5,0.5
"Gpi1",671,1,1,0.465053050252479,0.465053050252479
"Chst8",672,1,1,0.502569010642209,0.502569010642209
"Il4i1",673,1,1,0.497958678030245,0.497958678030245
"Cpt1c",674,1,1,0.509221944247718,0.509221944247718
"Gys1",675,1,1,0.491402767515134,0.491402767515134
"Dhdh",676,1,1,0.500587254637558,0.500587254637558
"Bcat2",677,1,1,0.518840020435146,0.518840020435146
"Fut1",678,1,1,0.5,0.5
"Fut2",679,1,1,0.500549249359209,0.500549249359209
"Sec1",680,1,1,0.497827852168238,0.497827852168238
"Sphk2",681,1,1,0.510355890196904,0.510355890196904
"Sult2b1",682,1,1,0.496540606081868,0.496540606081868
"Tph1",683,1,1,0.500151655678025,0.500151655678025
"Ldha",684,1,1,0.494966127795672,0.494966127795672
"Ldhc",685,1,1,0.5,0.5
"Mcee",686,1,1,0.500415317296568,0.500415317296568
"Chsy1",687,1,1,0.508162547113755,0.508162547113755
"Aldh1a3",688,1,1,0.509998677123965,0.509998677123965
"Cers3",689,1,1,0.49891940761465,0.49891940761465
"Anpep",690,1,1,0.500570810045964,0.500570810045964
"Idh2",691,1,1,0.448875774631623,0.448875774631623
"Hddc3",692,1,1,0.504154634707151,0.504154634707151
"Man2a2",693,1,1,0.498885970278411,0.498885970278411
"Pde8a",694,1,1,0.508496372323095,0.508496372323095
"Fah",695,1,1,0.5018549499317,0.5018549499317
"Folh1",696,1,1,0.5,0.5
"Tyr",697,1,1,0.5,0.5
"Me3",698,1,1,0.495835681255578,0.495835681255578
"Alg8",699,1,1,0.508614225229512,0.508614225229512
"Ndufc2",700,1,1,0.476114778864095,0.476114778864095
"B3gnt6",701,1,1,0.500183083119736,0.500183083119736
"Acer3",702,1,1,0.512413656758252,0.512413656758252
"Dgat2",703,1,1,0.503454095105286,0.503454095105286
"Mogat2",704,1,1,0.498686259849397,0.498686259849397
"Neu3",705,1,1,0.499509220299789,0.499509220299789
"Lipt2",706,1,1,0.507160157897314,0.507160157897314
"Pgm2l1",707,1,1,0.515519309239449,0.515519309239449
"P4ha3",708,1,1,0.526245385464881,0.526245385464881
"Pde2a",709,1,1,0.500883622721602,0.500883622721602
"Tomt",710,1,1,0.500016810026962,0.500016810026962
"Rrm1",711,1,1,0.509896903373772,0.509896903373772
"Smpd1",712,1,1,0.51862642346212,0.51862642346212
"Cyb5r2",713,1,1,0.499285939289491,0.499285939289491
"Ampd3",714,1,1,0.500743295540008,0.500743295540008
"Galnt18",715,1,1,0.504850058213854,0.504850058213854
"Pde3b",716,1,1,0.506711585982192,0.506711585982192
"Cyp2r1",717,1,1,0.503315595100535,0.503315595100535
"Pik3c2a",718,1,1,0.525568599161984,0.525568599161984
"Xylt1",719,1,1,0.500196238793011,0.500196238793011
"Coq7",720,1,1,0.46139924471818,0.46139924471818
"Acsm4",721,1,1,0.5,0.5
"Acsm3",722,1,1,0.500183083119736,0.500183083119736
"Uqcrc2",723,1,1,0.4468960285215,0.4468960285215
"Ears2",724,1,1,0.497389147008071,0.497389147008071
"Ndufab1",725,1,1,0.459260168787288,0.459260168787288
"Gdpd3",726,1,1,0.499220526358488,0.499220526358488
"Aldoa",727,1,1,0.446778541050451,0.446778541050451
"Cdipt",728,1,1,0.527767606493348,0.527767606493348
"Qprt",729,1,1,0.5,0.5
"Dctpp1",730,1,1,0.472222892187065,0.472222892187065
"Sephs2",731,1,1,0.509842270786147,0.509842270786147
"Setd1a",732,1,1,0.516229898313954,0.516229898313954
"Hsd3b7",733,1,1,0.499684081123728,0.499684081123728
"Vkorc1",734,1,1,0.535234912818084,0.535234912818084
"Cox6a2",735,1,1,0.500150924807288,0.500150924807288
"Inpp5f",736,1,1,0.508776843968599,0.508776843968599
"Plpp4",737,1,1,0.5,0.5
"Pstk",738,1,1,0.511540997097712,0.511540997097712
"Acadsb",739,1,1,0.513818755751039,0.513818755751039
"Chst15",740,1,1,0.499579383890586,0.499579383890586
"Oat",741,1,1,0.555032373919316,0.555032373919316
"Lhpp",742,1,1,0.507880065573723,0.507880065573723
"Uros",743,1,1,0.499981728231563,0.499981728231563
"Inpp5a",744,1,1,0.518288943899093,0.518288943899093
"Echs1",745,1,1,0.534694616625409,0.534694616625409
"Cyp2e1",746,1,1,0.500183083119736,0.500183083119736
"Urah",747,1,1,0.5002325996122,0.5002325996122
"Sirt3",748,1,1,0.49593745500577,0.49593745500577
"Cox8b",749,1,1,0.499500998003992,0.499500998003992
"B4galnt4",750,1,1,0.499051512500448,0.499051512500448
"Ptdss2",751,1,1,0.506763660522237,0.506763660522237
"Taldo1",752,1,1,0.472762822944371,0.472762822944371
"Pnpla2",753,1,1,0.51050590141577,0.51050590141577
"Nadsyn1",754,1,1,0.498109785555217,0.498109785555217
"Dhcr7",755,1,1,0.509116881579207,0.509116881579207
"Mthfd1l",756,1,1,0.502930791657257,0.502930791657257
"Ust",757,1,1,0.51030345022149,0.51030345022149
"Fuca2",758,1,1,0.499291420820022,0.499291420820022
"Pde7b",759,1,1,0.498470652981843,0.498470652981843
"Aldh8a1",760,1,1,0.500366166239473,0.500366166239473
"Vnn1",761,1,1,0.500183083119736,0.500183083119736
"Enpp1",762,1,1,0.511883044602849,0.511883044602849
"Enpp3",763,1,1,0.501979563392439,0.501979563392439
"Arg1",764,1,1,0.499052243371185,0.499052243371185
"Echdc1",765,1,1,0.505865237668201,0.505865237668201
"Dse",766,1,1,0.511981529434723,0.511981529434723
"Amd2",767,1,1,0.503311027158426,0.503311027158426
"Hs3st5",768,1,1,0.499867164243465,0.499867164243465
"Amd1",769,1,1,0.483705785061148,0.483705785061148
"Ddo",770,1,1,0.499684081123728,0.499684081123728
"Fig4",771,1,1,0.499081478200684,0.499081478200684
"Ak9",772,1,1,0.5,0.5
"Smpd2",773,1,1,0.483768457226886,0.483768457226886
"Pdss2",774,1,1,0.498182141758227,0.498182141758227
"Nus1",775,1,1,0.528754647424302,0.528754647424302
"Man1a",776,1,1,0.505689645973523,0.505689645973523
"P4ha1",777,1,1,0.550980974703833,0.550980974703833
"Chst3",778,1,1,0.501147284340144,0.501147284340144
"Psap",779,1,1,0.532061289358303,0.532061289358303
"Pcbd1",780,1,1,0.488269341945914,0.488269341945914
"Sgpl1",781,1,1,0.505260807568313,0.505260807568313
"Ppa1",782,1,1,0.485077264000012,0.485077264000012
"Hk1",783,1,1,0.50627141908055,0.50627141908055
"Hkdc1",784,1,1,0.499368162247457,0.499368162247457
"Sirt1",785,1,1,0.511165694974021,0.511165694974021
"Ado",786,1,1,0.507874401325507,0.507874401325507
"Ipmk",787,1,1,0.502051736877764,0.502051736877764
"Upb1",788,1,1,0.500549249359209,0.500549249359209
"Ggt1",789,1,1,0.499368162247457,0.499368162247457
"Ggt5",790,1,1,0.500233330482937,0.500233330482937
"Gstt3",791,1,1,0.502449878712001,0.502449878712001
"Gstt1",792,1,1,0.501348273792949,0.501348273792949
"Gstt4",793,1,1,0.500366166239473,0.500366166239473
"Gstt2",794,1,1,0.502834134002226,0.502834134002226
"Mif",795,1,1,0.464120459191467,0.464120459191467
"Lss",796,1,1,0.518544200504155,0.518544200504155
"Pofut2",797,1,1,0.571494506410102,0.571494506410102
"Pfkl",798,1,1,0.515824447772342,0.515824447772342
"Agpat3",799,1,1,0.428633213251271,0.428633213251271
"Pdxk",800,1,1,0.50869571731674,0.50869571731674
"Plpp2",801,1,1,0.498758433334722,0.498758433334722
"Gpx4",802,1,1,0.491019243095647,0.491019243095647
"Atp5d",803,1,1,0.465904514661632,0.465904514661632
"Ndufs7",804,1,1,0.468687122276867,0.468687122276867
"Gamt",805,1,1,0.449231343245402,0.449231343245402
"Uqcr11",806,1,1,0.442723852916649,0.442723852916649
"Dot1l",807,1,1,0.49184604061741,0.49184604061741
"Nmrk2",808,1,1,0.496062068466509,0.496062068466509
"Pip5k1c",809,1,1,0.510612243108072,0.510612243108072
"Sirt6",810,1,1,0.511978605951773,0.511978605951773
"Txnrd1",811,1,1,0.552848714873439,0.552848714873439
"Chst11",812,1,1,0.521856141251002,0.521856141251002
"Aldh1l2",813,1,1,0.486961266043526,0.486961266043526
"Chpt1",814,1,1,0.473706377066446,0.473706377066446
"Lta4h",815,1,1,0.519004283633392,0.519004283633392
"Hal",816,1,1,0.501647748077627,0.501647748077627
"Amdhd1",817,1,1,0.501167017850056,0.501167017850056
"Ndufa12",818,1,1,0.446354818740403,0.446354818740403
"Galnt4",819,1,1,0.514683558551151,0.514683558551151
"Csl",820,1,1,0.498685894414028,0.498685894414028
"Mgat4c",821,1,1,0.5,0.5
"Acss3",822,1,1,0.500599679440095,0.500599679440095
"Tph2",823,1,1,0.500782579842147,0.500782579842147
"Gns",824,1,1,0.543279607025422,0.543279607025422
"Cyp27b1",825,1,1,0.500050247363201,0.500050247363201
"B4galnt1",826,1,1,0.504650165067156,0.504650165067156
"Pip4k2c",827,1,1,0.518187535584269,0.518187535584269
"Ndufa4l2",828,1,1,0.500416413602674,0.500416413602674
"Shmt2",829,1,1,0.501026873386146,0.501026873386146
"Rdh1",830,1,1,0.500183083119736,0.500183083119736
"Rdh9",831,1,1,0.5,0.5
"Rdh16",832,1,1,0.500549249359209,0.500549249359209
"Ptges3",833,1,1,0.501599145173586,0.501599145173586
"Atp5b",834,1,1,0.455388929208591,0.455388929208591
"Gls2",835,1,1,0.508140438273947,0.508140438273947
"Cs",836,1,1,0.504007912406604,0.504007912406604
"Suox",837,1,1,0.50087393868433,0.50087393868433
"Dgka",838,1,1,0.497238222200783,0.497238222200783
"Rdh5",839,1,1,0.510401204182627,0.510401204182627
"Pnpla6",840,1,1,0.516680114688236,0.516680114688236
"Cers4",841,1,1,0.530688714113333,0.530688714113333
"Atp4b",842,1,1,0.5,0.5
"Agpat5",843,1,1,0.485017698034908,0.485017698034908
"Alg11",844,1,1,0.518609978870527,0.518609978870527
"Gpat4",845,1,1,0.51747804281587,0.51747804281587
"Ido2",846,1,1,0.5,0.5
"Ido1",847,1,1,0.500732332478945,0.500732332478945
"Nsd3",848,1,1,0.521818318690338,0.521818318690338
"Plpp5",849,1,1,0.526674223870092,0.526674223870092
"Hgsnat",850,1,1,0.515853865319526,0.515853865319526
"Pomk",851,1,1,0.498405057333155,0.498405057333155
"Fnta",852,1,1,0.504611063482701,0.504611063482701
"Got1l1",853,1,1,0.497870790824064,0.497870790824064
"Gsr",854,1,1,0.484663408444919,0.484663408444919
"Tusc3",855,1,1,0.578890918273303,0.578890918273303
"Mtmr7",856,1,1,0.501868105604975,0.501868105604975
"Asah1",857,1,1,0.514131385708992,0.514131385708992
"Acsl1",858,1,1,0.503157727021241,0.503157727021241
"Enpp6",859,1,1,0.501098498718418,0.501098498718418
"Dctd",860,1,1,0.505524469186855,0.505524469186855
"Aga",861,1,1,0.543736218518657,0.543736218518657
"Galnt7",862,1,1,0.530842745121255,0.530842745121255
"Galntl6",863,1,1,0.500366166239473,0.500366166239473
"Aadat",864,1,1,0.499173385195921,0.499173385195921
"Cbr4",865,1,1,0.493560297932147,0.493560297932147
"Msmo1",866,1,1,0.480170197868635,0.480170197868635
"Nat1",867,1,1,0.5,0.5
"Nat2",868,1,1,0.507106256180426,0.507106256180426
"Nat3",869,1,1,0.5,0.5
"Csgalnact1",870,1,1,0.541309362234886,0.541309362234886
"Lpl",871,1,1,0.532944546644536,0.532944546644536
"Atp6v1b2",872,1,1,0.503409146554931,0.503409146554931
"Ndufa13",873,1,1,0.453088513562403,0.453088513562403
"Cers1",874,1,1,0.500183083119736,0.500183083119736
"Pde4c",875,1,1,0.5,0.5
"Pgls",876,1,1,0.50803099038101,0.50803099038101
"Colgalt1",877,1,1,0.566865902029701,0.566865902029701
"B3gnt3",878,1,1,0.501098498718418,0.501098498718418
"Large1",879,1,1,0.509337604541923,0.509337604541923
"Hmox1",880,1,1,0.522623190089977,0.522623190089977
"Inpp4b",881,1,1,0.498188354159495,0.498188354159495
"Ndufb7",882,1,1,0.459065391735752,0.459065391735752
"Tecr",883,1,1,0.470872425781904,0.470872425781904
"Mri1",884,1,1,0.507793640109017,0.507793640109017
"Gcdh",885,1,1,0.521299583184418,0.521299583184418
"Man2b1",886,1,1,0.531153547902364,0.531153547902364
"Gpt2",887,1,1,0.483058416305434,0.483058416305434
"Adcy7",888,1,1,0.524407610995512,0.524407610995512
"Lpcat2",889,1,1,0.499763563316428,0.499763563316428
"Ces1c",890,1,1,0.5,0.5
"Got2",891,1,1,0.485883597141126,0.485883597141126
"Tk2",892,1,1,0.49713937193354,0.49713937193354
"Car7",893,1,1,0.499023922130108,0.499023922130108
"Ces2b",894,1,1,0.499500998003992,0.499500998003992
"Ces2c",895,1,1,0.5,0.5
"Ces2e",896,1,1,0.500049699210148,0.500049699210148
"Ces2f",897,1,1,0.499684081123728,0.499684081123728
"Ces2g",898,1,1,0.5020139143171,0.5020139143171
"Hsd11b2",899,1,1,0.499368162247457,0.499368162247457
"Atp6v0d1",900,1,1,0.531486276805598,0.531486276805598
"Lcat",901,1,1,0.497546466934311,0.497546466934311
"Pla2g15",902,1,1,0.508254088673623,0.508254088673623
"Smpd3",903,1,1,0.514453516986532,0.514453516986532
"Nqo1",904,1,1,0.544289487666922,0.544289487666922
"Dhodh",905,1,1,0.505591709294702,0.505591709294702
"St3gal2",906,1,1,0.519462722303471,0.519462722303471
"Ldhd",907,1,1,0.498602209714588,0.498602209714588
"Chst5",908,1,1,0.500183083119736,0.500183083119736
"Gcsh",909,1,1,0.511195112521204,0.511195112521204
"Bco1",910,1,1,0.500366166239473,0.500366166239473
"Plcg2",911,1,1,0.504946898586569,0.504946898586569
"Hsd17b2",912,1,1,0.499052243371185,0.499052243371185
"Mlycd",913,1,1,0.490039510872068,0.490039510872068
"Cox4i1",914,1,1,0.453512418590136,0.453512418590136
"Car5a",915,1,1,0.500232965047569,0.500232965047569
"Mvd",916,1,1,0.507693693535668,0.507693693535668
"Aprt",917,1,1,0.527270614391868,0.527270614391868
"Galns",918,1,1,0.515319964245804,0.515319964245804
"Acsf3",919,1,1,0.506797646011529,0.506797646011529
"Galnt2",920,1,1,0.502662562096605,0.502662562096605
"Gnpat",921,1,1,0.497042531560826,0.497042531560826
"Ntpcr",922,1,1,0.50971984993762,0.50971984993762
"Pdhb",923,1,1,0.457673265698555,0.457673265698555
"Acox2",924,1,1,0.500915415598682,0.500915415598682
"Fhit",925,1,1,0.500902259925407,0.500902259925407
"Oxsm",926,1,1,0.489575042518405,0.489575042518405
"Ndst2",927,1,1,0.506916047070999,0.506916047070999
"Adk",928,1,1,0.496587016373697,0.496587016373697
"Chdh",929,1,1,0.5,0.5
"Tkt",930,1,1,0.562774304923657,0.562774304923657
"Btd",931,1,1,0.513818024880301,0.513818024880301
"Galnt15",932,1,1,0.499684081123728,0.499684081123728
"Ogdhl",933,1,1,0.498202240703507,0.498202240703507
"Chat",934,1,1,0.500183083119736,0.500183083119736
"Glud1",935,1,1,0.555265156249201,0.555265156249201
"Gnpnat1",936,1,1,0.532288042004603,0.532288042004603
"Gch1",937,1,1,0.507099861061473,0.507099861061473
"Pnp",938,1,1,0.572392563828769,0.572392563828769
"Pnp2",939,1,1,0.499418409610658,0.499418409610658
"Dad1",940,1,1,0.527062316231689,0.527062316231689
"Thtpa",941,1,1,0.500965662961883,0.500965662961883
"Dhrs4",942,1,1,0.50805273378545,0.50805273378545
"Pck2",943,1,1,0.494355485294515,0.494355485294515
"Gmpr2",944,1,1,0.502076769200522,0.502076769200522
"Adcy4",945,1,1,0.502795580570825,0.502795580570825
"Atp12a",946,1,1,0.5,0.5
"Cryl1",947,1,1,0.505463806915645,0.505463806915645
"Setdb2",948,1,1,0.503628042340803,0.503628042340803
"Mtmr6",949,1,1,0.508781960063761,0.508781960063761
"Fdft1",950,1,1,0.498881036900933,0.498881036900933
"Tdh",951,1,1,0.5,0.5
"Extl3",952,1,1,0.520697711132111,0.520697711132111
"Gulo",953,1,1,0.5,0.5
"Ephx2",954,1,1,0.499255242718518,0.499255242718518
"Sucla2",955,1,1,0.468345440207099,0.468345440207099
"Dgkh",956,1,1,0.51252401823961,0.51252401823961
"Dct",957,1,1,0.500884170874655,0.500884170874655
"Hs6st3",958,1,1,0.500050247363201,0.500050247363201
"Pcca",959,1,1,0.496953548048539,0.496953548048539
"Gucy1a2",960,1,1,0.506870184932223,0.506870184932223
"Aasdhppt",961,1,1,0.482783426190461,0.482783426190461
"Mtmr2",962,1,1,0.520424000040929,0.520424000040929
"Fut4",963,1,1,0.505598104413655,0.505598104413655
"Dnmt1",964,1,1,0.505563388053625,0.505563388053625
"Pde4a",965,1,1,0.509644204816292,0.509644204816292
"Acp5",966,1,1,0.498885970278411,0.498885970278411
"Pigyl",967,1,1,0.506580394684816,0.506580394684816
"B3gat1",968,1,1,0.500183083119736,0.500183083119736
"Acad8",969,1,1,0.509467516815509,0.509467516815509
"St3gal4",970,1,1,0.535386020343056,0.535386020343056
"Stt3a",971,1,1,0.535676541461201,0.535676541461201
"Sc5d",972,1,1,0.515810378510646,0.515810378510646
"Dpagt1",973,1,1,0.526829899337173,0.526829899337173
"Hmbs",974,1,1,0.503417003415359,0.503417003415359
"Kmt2a",975,1,1,0.503840725725408,0.503840725725408
"Atp5l",976,1,1,0.44951528652691,0.44951528652691
"Pafah1b2",977,1,1,0.479984008548264,0.479984008548264
"Nnmt",978,1,1,0.531884053204466,0.531884053204466
"Pts",979,1,1,0.45803029605381,0.45803029605381
"Sdhd",980,1,1,0.425767834525018,0.425767834525018
"Dlat",981,1,1,0.452893188357814,0.452893188357814
"Alg9",982,1,1,0.513632566430668,0.513632566430668
"Acat1",983,1,1,0.498915022390225,0.498915022390225
"Idh3a",984,1,1,0.433226370400905,0.433226370400905
"Acsbg1",985,1,1,0.517883493357481,0.517883493357481
"Hykk",986,1,1,0.499352265808917,0.499352265808917
"Man2c1",987,1,1,0.498950104185624,0.498950104185624
"Ppcdc",988,1,1,0.506092173032185,0.506092173032185
"Cox5a",989,1,1,0.455811555212534,0.455811555212534
"Mpi",990,1,1,0.517562823821416,0.517562823821416
"Cyp1a2",991,1,1,0.5,0.5
"Cyp1a1",992,1,1,0.501830831197364,0.501830831197364
"Cyp11a1",993,1,1,0.49905242608887,0.49905242608887
"Adpgk",994,1,1,0.531752679189406,0.531752679189406
"Hexa",995,1,1,0.538345315959074,0.538345315959074
"Pkm",996,1,1,0.487516362368635,0.487516362368635
"Glce",997,1,1,0.497297422730518,0.497297422730518
"Hacd3",998,1,1,0.499844689968288,0.499844689968288
"Mtfmt",999,1,1,0.508196167167679,0.508196167167679
"Car12",1000,1,1,0.503753752107649,0.503753752107649
"Gcnt3",1001,1,1,0.5,0.5
"Lipc",1002,1,1,0.500366166239473,0.500366166239473
"Aldh1a2",1003,1,1,0.504314695398657,0.504314695398657
"Pigb",1004,1,1,0.495125823051809,0.495125823051809
"Hmgcll1",1005,1,1,0.5028706775391,0.5028706775391
"Gclc",1006,1,1,0.510373248376919,0.510373248376919
"Elovl5",1007,1,1,0.52467236892016,0.52467236892016
"Gsta4",1008,1,1,0.513185456257021,0.513185456257021
"Gsta1",1009,1,1,0.500397045528131,0.500397045528131
"Gm3776",1010,1,1,0.499500449850939,0.499500449850939
"Gm10639",1011,1,1,0.500183083119736,0.500183083119736
