"","Top","p.value","FDR","summary.logFC","logFC.cap50","logFC.cap50_r16h","logFC.cap50_r4h","logFC.cap50_r8h"
"Arg1",785,1,1,0.00121287911439351,0.00121287911439351,0.000601588553898471,0.00105265458485485,0.00086672924796904
"Echdc1",786,1,1,0.124415696001769,0.124415696001769,0.0722064059865621,0.134086574548552,0.106466114276929
"Dse",787,1,1,-0.00980334344598632,-0.00980334344598632,0.0136857211968403,0.0128016666161293,0.0178759275302336
"Amd2",788,1,1,0.0486249424601063,0.0486249424601063,-0.110687940028964,0.263711840133333,-0.0283680014267236
"Hs3st5",789,1,1,8.73610711797114e-06,8.73610711797114e-06,0.000630209146769844,-0.000984676439610849,9.24986345225663e-05
"Amd1",790,1,1,0.239141827419242,0.239141827419242,-0.000457064599577839,0.39791939309038,0.0481007909328357
"Ddo",791,1,1,0.000512154421415129,0.000512154421415129,9.6621941639472e-06,-0.000252825903150149,-0.000353392149754074
"Fig4",792,1,1,-0.0668064055600996,-0.0668064055600996,-0.0363922137043797,-0.0563226410077565,-0.069569393262761
"Ak9",793,1,1,-0.000231418726977353,-0.000231418726977353,0,0,-0.000840706408201828
"Smpd2",794,1,1,-0.0547435694670834,-0.0547435694670834,-0.0414058098736346,-0.0284966730821042,-0.0818305709050297
"Pdss2",795,1,1,-0.0443450441027792,-0.0443450441027792,-0.0287386018617042,-0.0428565707914629,-0.0542477997781165
"Nus1",796,1,1,0.0139945989619041,0.0139945989619041,0.00779126248404838,0.026191626584976,-0.0513270060019386
"Man1a",797,1,1,-0.291200532183749,-0.291200532183749,-0.137785501540824,-0.38926187425724,-0.364692153483737
"P4ha1",798,1,1,-0.263397677617841,-0.263397677617841,0.099313575735626,-0.202490938016557,-0.159973199433658
"Chst3",799,1,1,0.0047338331903371,0.0047338331903371,0.00549752246125106,0.00411683699794974,0.00901829549615665
"Pcbd1",800,1,1,0.0443910752501844,0.0443910752501844,-0.000586837079879526,0.0454785826313474,0.040159468206599
"Sgpl1",801,1,1,-0.06598274886674,-0.06598274886674,-0.137844891683965,-0.069289482047529,-0.104564082005583
"Ppa1",802,1,1,0.359680110595074,0.359680110595074,0.0537188160724686,0.385679850500645,0.231993123298528
"Hk1",803,1,1,-0.131198107836091,-0.131198107836091,-0.160263873186364,-0.103420213055913,-0.168629086354771
"Hkdc1",804,1,1,-0.00140157308241006,-0.00140157308241006,-2.61256914452294e-05,-0.00127927909005887,-0.00205573093174241
"Sirt1",805,1,1,0.0208166510442766,0.0208166510442766,0.00720591687466393,-0.0334654646013825,-0.0159739296764176
"Ado",806,1,1,0.22811773411303,0.22811773411303,0.0716965737115089,0.190409473635886,0.143453353143967
"Ipmk",807,1,1,-0.0159454692710816,-0.0159454692710816,-0.00259372986558121,0.00968112953371864,-0.00322700309895829
"Upb1",808,1,1,-0.00744665234901924,-0.00744665234901924,-0.00130265619900097,-0.0109790287868968,-0.0074079256019815
"Ggt1",809,1,1,-0.00588601884939151,-0.00588601884939151,-0.00277971860444312,-0.010776121675658,-0.00964518150191057
"Ggt5",810,1,1,0.000553243224211618,0.000553243224211618,-5.4748288654846e-06,0.00112141820896219,0.000582581771897416
"Gstt3",811,1,1,-0.00146322581169854,-0.00146322581169854,2.5013022269111e-05,-0.000168875718487943,0.00102348629042826
"Gstt1",812,1,1,-0.00193879249154224,-0.00193879249154224,-0.000217470556920006,-0.000541189582837452,0.00310324223779977
"Gstt4",813,1,1,0.000195852060972122,0.000195852060972122,-0.000327075937384966,0.000710587125565547,-0.000111359245473417
"Gstt2",814,1,1,-0.00681032885390497,-0.00681032885390497,0.00374065402326916,-0.00264854496910715,-0.00861121854467927
"Lss",816,1,1,0.1372862892842,0.1372862892842,0.142666884265013,0.127331152862704,0.145760064430198
"Pofut2",817,1,1,0.0569929589598119,0.0569929589598119,-0.0290921998174043,0.0385685947991862,0.0572949103649234
"Pfkl",818,1,1,0.0332583225827359,0.0332583225827359,0.0334073373183053,0.052441057406953,0.0454565704084038
"Agpat3",819,1,1,-0.015497103444658,-0.015497103444658,-0.014709521761867,-0.00645802980289034,-0.0332454092641074
"Pdxk",820,1,1,0.126620683772846,0.126620683772846,0.0727290756810897,0.170975965753072,0.104652272593452
"Plpp2",821,1,1,-0.296543549002305,-0.296543549002305,-0.364998377729389,-0.349954384417427,-0.373700734187393
"Atp5d",822,1,1,-0.0141795798262154,-0.0141795798262154,-0.00275852116532693,-0.0994580388722737,-0.0228705814521168
"Ndufs7",823,1,1,-0.0920098915121383,-0.0920098915121383,-0.110172478182632,-0.141238726839054,-0.181182159614288
"Gamt",824,1,1,0.138991273501534,0.138991273501534,-0.0323089489116131,0.167853080826153,0.113671469840276
"Uqcr11",825,1,1,0.173111738368336,0.173111738368336,0.098282800476154,0.224204640116152,0.405763022695337
"Dot1l",826,1,1,0.15044466047056,0.15044466047056,0.110488004523539,-0.006005184734998,0.144256354955822
"Nmrk2",827,1,1,-0.000574281224989199,-0.000574281224989199,0.00276715737581068,-0.00109566856816042,-0.00121113504484392
"Pip5k1c",828,1,1,0.035339219310184,0.035339219310184,0.0151852483293531,0.066057559588628,0.0322305747229659
"Sirt6",829,1,1,0.00945606720693634,0.00945606720693634,0.0138582941385867,0.00776080821313432,0.00343294157600893
"Chst11",830,1,1,0.244065835188419,0.244065835188419,0.0941489423353346,0.236416079047947,0.183082387807342
"Chpt1",832,1,1,0.0162918236019226,0.0162918236019226,-0.0200705404235668,0.0364859227891693,0.0476621726223688
"Lta4h",833,1,1,0.108673087366275,0.108673087366275,0.0913121972540645,0.14212175748189,0.124605724902619
"Hal",834,1,1,-0.00660770290988293,-0.00660770290988293,-0.00314159859427392,-0.00488043899632442,-0.00567429812096322
"Amdhd1",835,1,1,0.00230601054659102,0.00230601054659102,-0.00314534096852601,0.00325250421748972,-7.27074144861884e-05
"Ndufa12",836,1,1,0.0804467051736131,0.0804467051736131,0.060920987014395,-0.010072582711353,0.0509050828248756
"Galnt4",837,1,1,0.0321392048598494,0.0321392048598494,0.00880957568010687,0.0428001592027265,0.0233702113104337
"Csl",838,1,1,0.000848717018009632,0.000848717018009632,0.000867991946550546,0.00132805424274792,0.000212915587248237
"Mgat4c",839,1,1,0,0,0,-0.000266976263814274,0
"Acss3",840,1,1,-0.000261601691100707,-0.000261601691100707,0.000227968925431799,0.000571049790716454,2.4182143528386e-05
"Tph2",841,1,1,0.000425218330459192,0.000425218330459192,-0.00169378621010487,-0.000597297197122207,-0.00085969363405171
"Gns",842,1,1,-0.326030782719701,-0.326030782719701,-0.0599112493582578,-0.321359978798848,-0.285824951773254
"Cyp27b1",843,1,1,-0.00163678504676562,-0.00163678504676562,6.88710513406364e-05,-0.000766899007155069,-0.000534609804896222
"B4galnt1",844,1,1,-0.0516311794563204,-0.0516311794563204,-0.0314666080173182,-0.0538846722398411,-0.0680044996578796
"Pip4k2c",845,1,1,-0.112555461027571,-0.112555461027571,-0.00979474792854471,-0.184802662641481,-0.129945342643286
"Ndufa4l2",846,1,1,-0.002868528880392,-0.002868528880392,0.000497040160693504,-0.00320465896690252,-0.00199950539290551
"Rdh1",848,1,1,-0.00227087600692707,-0.00227087600692707,1.36011649235159e-05,-0.00260171956154937,-0.00149458106462053
"Rdh9",849,1,1,-0.000843352469704722,-0.000843352469704722,0,-0.00064490110915066,-0.000217956764406378
"Rdh16",850,1,1,0.000438696466940962,0.000438696466940962,0.000335088102879043,-0.000605399332962719,0.000117474920513825
"Ptges3",851,1,1,0.257508773447594,0.257508773447594,-0.0710886063863625,0.31259455686813,0.182498843537604
"Atp5b",852,1,1,0.0810259377958165,0.0810259377958165,0.116841110171631,-0.0984979274514091,0.0241531181921255
"Gls2",853,1,1,0.0211874412692538,0.0211874412692538,0.009472728649648,0.0275877578493925,0.0186295789595064
"Cs",854,1,1,0.209280854797525,0.209280854797525,0.123200607217692,0.304473411270578,0.329230536065326
"Suox",855,1,1,-0.0647245081608128,-0.0647245081608128,-0.0238166765414833,-0.048589018195831,-0.0664100098944064
"Dgka",856,1,1,0.00979199471935338,0.00979199471935338,0.0288488955815997,0.00905184815959358,0.0132200791216981
"Rdh5",857,1,1,0.342999019747446,0.342999019747446,0.0588708241407104,0.330453734737296,0.337500020841528
"Pnpla6",858,1,1,-0.0277738328089052,-0.0277738328089052,0.0166070866016001,0.00225781532923772,-0.0283451260168813
"Cers4",859,1,1,0.193456381710971,0.193456381710971,0.151547124977462,0.181865944211301,0.165693143421381
"Atp4b",860,1,1,-0.000172205214696429,-0.000172205214696429,0,0,0
"Agpat5",861,1,1,0.258976517904376,0.258976517904376,-0.0491116208719315,0.198611373994079,0.192600829334367
"Alg11",862,1,1,-0.0248675072245327,-0.0248675072245327,-0.00308040937579004,-0.0528722189846998,-0.0151946049025234
"Gpat4",863,1,1,0.0210255413328517,0.0210255413328517,-0.0189939045330866,0.0164663795094874,-0.0011706780906926
"Ido2",864,1,1,-0.000701334826727464,-0.000701334826727464,-0.000347540371644128,-0.000529292055639271,-0.000667902039791342
"Ido1",865,1,1,0.000686643608240739,0.000686643608240739,-0.00136382673606383,-0.000549856060047853,-0.000112081266790532
"Nsd3",866,1,1,-0.0306745456656762,-0.0306745456656762,0.0117727066259438,-0.0836311604282493,0.0246778556598443
"Plpp5",867,1,1,-0.0629685945086204,-0.0629685945086204,0.0163514586125541,-0.0743551078888133,-0.0663763880184153
"Pomk",869,1,1,-0.0557811903879086,-0.0557811903879086,-0.0457991195742383,-0.0821079605949669,-0.080233024313547
"Fnta",870,1,1,0.0306722191998627,0.0306722191998627,0.015185868374445,-0.0129263484554034,-0.0777020380949207
"Got1l1",871,1,1,0.000551283915809557,0.000551283915809557,0.0010269110559871,6.41272102859791e-05,0.00120866151457877
"Tusc3",873,1,1,0.151238006460963,0.151238006460963,0.206870101143297,0.109948449554797,0.120117549334462
"Mtmr7",874,1,1,0.00683425623947967,0.00683425623947967,0.00636909000220783,0.00902946968675136,0.00552065213376922
"Asah1",875,1,1,-0.179157241863023,-0.179157241863023,0.134186027445091,-0.270470903909684,-0.225553920895671
"Acsl1",876,1,1,-0.050536042790168,-0.050536042790168,-0.0486195311198526,-0.0544559491298351,-0.0351035082800892
"Enpp6",877,1,1,-1.23238690234609e-05,-1.23238690234609e-05,-0.00199083973185872,0.000247131935066123,-0.00140670599132953
"Dctd",878,1,1,0.080343825924851,0.080343825924851,-0.114991422587963,0.158766183709524,0.063941699649489
"Aga",879,1,1,-0.152027413395079,-0.152027413395079,-0.153250897967013,-0.169446530185813,-0.163816579643711
"Galnt7",880,1,1,0.103562689388881,0.103562689388881,-0.0659796454702906,0.120178093537283,0.0714195136067275
"Galntl6",881,1,1,-0.00136198111840198,-0.00136198111840198,-0.000519300905152419,-0.00123522807722809,-0.000948702536933818
"Aadat",882,1,1,0.0379157977827836,0.0379157977827836,0.0250376923887079,0.0373241343140256,0.0368135235206672
"Cbr4",883,1,1,0.00644093383728556,0.00644093383728556,-0.019220419762976,0.0207981568990294,-0.00525580562158881
"Nat1",884,1,1,-0.000235191177855503,-0.000235191177855503,0,0,0
"Nat2",885,1,1,-0.014590287725857,-0.014590287725857,-0.0225253689433142,-0.0153301971945508,-0.0265365026794255
"Nat3",886,1,1,0,0,0,0,-0.000265587782605524
"Csgalnact1",887,1,1,0.086442512232103,0.086442512232103,0.0529497772910893,0.0939723024940406,0.085240086974228
"Lpl",888,1,1,-0.312503023105595,-0.312503023105595,-0.449278057095942,-0.275297969832265,-0.256275110746946
"Cers1",891,1,1,-0.00110021605551039,-0.00110021605551039,-5.75178334059307e-05,0.000364429348318419,-0.000612619291720629
"Isyna1",892,1,1,0.172342801151853,0.172342801151853,-0.0260097799985649,0.117054707304401,0.0505147785062759
"Pde4c",893,1,1,0,0,0,0,0
"Colgalt1",894,1,1,-0.109644055275932,-0.109644055275932,-0.0269967217072482,-0.0731049194583759,-0.0372831713557547
"B3gnt3",895,1,1,0.00128246135427597,0.00128246135427597,0.0003988435055477,0.00110448322287526,0.000942129449810993
"Large1",896,1,1,-0.181297147856016,-0.181297147856016,-0.0568332672578608,-0.223117270345746,-0.181307211993518
"Inpp4b",897,1,1,0.000755284469662033,0.000755284469662033,0.00105688277339679,-0.00829711466665955,-0.00110819615925112
"Ndufb7",898,1,1,0.20146887098455,0.20146887098455,0.0678346838055655,0.182509383630812,0.199941512206985
"Tecr",899,1,1,0.308185152647878,0.308185152647878,-0.0286561525203552,0.225909005848072,0.154608853670777
"Mri1",900,1,1,0.094682680382973,0.094682680382973,0.0733250551635407,0.155294696877963,0.098009599601548
"Gcdh",901,1,1,-0.00128839595810581,-0.00128839595810581,-0.0259391357128073,0.0142317121898627,-0.0181220865718985
"Man2b1",902,1,1,-0.140091728198157,-0.140091728198157,-0.0756414584812887,-0.147119697249883,-0.129246433594395
"Adcy7",904,1,1,0.21361680205772,0.21361680205772,0.0790266362627028,0.216478038299492,0.210634009948374
"Lpcat2",905,1,1,0.0273740417606466,0.0273740417606466,0.0292436997414844,0.0248091941923524,0.0255845622064956
"Ces1c",906,1,1,-0.000201217140201324,-0.000201217140201324,-0.000147741012863226,-0.000405446465374974,-0.000714128345290275
"Got2",907,1,1,0.13520654844684,0.13520654844684,-0.132428970259887,0.0955153386626866,0.105553984353598
"Tk2",908,1,1,-0.0351530338741265,-0.0351530338741265,0.0109973235237482,-0.0240548041011027,-0.0358141815152895
"Car7",909,1,1,-0.00223657656089166,-0.00223657656089166,0.000191518117897195,-0.000702738670791679,-0.00291320500745624
"Ces2b",910,1,1,0.000215811205392442,0.000215811205392442,5.66102687388372e-05,-7.04688097853754e-05,0.000215811205392442
"Ces2c",911,1,1,-0.00176093887190585,-0.00176093887190585,-0.00199794204543356,-0.000794138596658091,-0.000826786280253236
"Ces2e",912,1,1,0.00106468506626455,0.00106468506626455,-0.000349352018954095,0.00118556833953335,0.000919295762990908
"Ces2f",913,1,1,0.000284412750849352,0.000284412750849352,0.000209650959228383,-0.000520489258465472,-0.000402719212113661
"Ces2g",914,1,1,0.00032288046841427,0.00032288046841427,0.00154783510729701,0.00110402000036609,0.000851057686358543
"Hsd11b2",915,1,1,0.00013637382211943,0.00013637382211943,-0.00135073070581491,-0.000725719172144889,-0.000734322957580509
"Lcat",917,1,1,-0.000643985771778037,-0.000643985771778037,0.00686324339655577,-0.00358050471660461,-0.00128665109733898
"Pla2g15",918,1,1,0.013682823989943,0.013682823989943,0.00503205290480399,0.00682095501443713,0.0158703809344033
"Smpd3",919,1,1,0.0744720370458006,0.0744720370458006,0.0764496100363901,0.0848749981938989,0.0997167515846599
"Dhodh",920,1,1,0.00689814396939353,0.00689814396939353,-0.0181987439402543,0.0461779689532664,-0.0300312473328752
"St3gal2",921,1,1,-0.0383646941958905,-0.0383646941958905,-0.0674933656154963,-0.00538596068749331,-0.041181917040166
"Ldhd",922,1,1,-0.0177620905338451,-0.0177620905338451,-0.00839844384083085,-0.0162420993303302,-0.015917824381768
"Chst5",923,1,1,0.000181412362060545,0.000181412362060545,-0.000246001250580827,0.000181412362060545,0.000181412362060545
"Gcsh",924,1,1,0.328980815358998,0.328980815358998,0.08964235074181,0.386341008070009,0.280756680758206
"Bco1",925,1,1,0.000544289022849667,0.000544289022849667,0.000376260498930324,0.000309635771923597,-1.34534171068821e-06
"Plcg2",926,1,1,-0.0111711128094616,-0.0111711128094616,-0.0061682302130834,-0.0181571932232148,-0.0202912418226726
"Hsd17b2",927,1,1,-0.000852672564084229,-0.000852672564084229,0.000134763977351361,-0.000937009541118098,0.000388084097318644
"Mlycd",928,1,1,-0.112515113184398,-0.112515113184398,0.00189283096437944,-0.101191384375796,-0.140580758597619
"Cox4i1",929,1,1,-0.263552880192413,-0.263552880192413,-0.127513597220281,-0.378642811205469,-0.278223364400178
"Car5a",930,1,1,-0.000784393647412965,-0.000784393647412965,-0.00110143348657333,6.86128346414688e-05,-0.000329627439752163
"Mvd",931,1,1,0.24650006455219,0.24650006455219,0.187694573280565,0.218242011086967,0.204233943864918
"Aprt",932,1,1,-0.401062033824668,-0.401062033824668,-0.0895853199011878,-0.463929842828975,-0.427691461038686
"Galns",933,1,1,-0.128588198882043,-0.128588198882043,-0.0729279689911116,-0.114722156553879,-0.124488235389376
"Acsf3",934,1,1,-0.0207754110283887,-0.0207754110283887,-0.00349392098999682,-0.0290768004485303,-0.0286146603647568
"Galnt2",935,1,1,-0.00464619077164659,-0.00464619077164659,-0.00332078468193915,-0.00599171786336307,-0.00484281937812512
"Gnpat",936,1,1,0.102728697446408,0.102728697446408,0.0206081776123647,0.147586886089239,0.12607853043952
"Ntpcr",937,1,1,-0.111731221744775,-0.111731221744775,-0.0074034388012974,-0.0888759733802558,-0.0787601430665239
"Pdhb",938,1,1,0.0123597531449187,0.0123597531449187,0.098921307813298,-0.059188999705406,-0.00323644261266498
"Acox2",939,1,1,0.000357144113096583,0.000357144113096583,0.000476594641303062,0.000162953796003721,0.0013258501004526
"Fhit",940,1,1,-0.00456147436098366,-0.00456147436098366,-0.00389224011122037,-0.00952988216860356,-0.00617989859895847
"Oxsm",941,1,1,0.0122712487230154,0.0122712487230154,-0.00516290905757733,0.0232820995198818,0.00710659416107881
"Ndst2",942,1,1,-0.014059565071008,-0.014059565071008,0.0202727039528344,-0.015454302957401,-0.0311191046372186
"Adk",943,1,1,0.311489688874105,0.311489688874105,0.145942459062324,0.269404397159786,0.268949174132915
"Chdh",944,1,1,-0.000475868770187898,-0.000475868770187898,-0.000567484946715243,-0.000704176463499854,-0.000835950264419395
"Tkt",945,1,1,-0.227956206952358,-0.227956206952358,0.015924509127756,-0.234602092119628,-0.165476742877841
"Btd",946,1,1,0.0308987533354042,0.0308987533354042,-0.0410793834421686,0.00498295122302692,0.0232997531765402
"Galnt15",947,1,1,-0.000999767816156856,-0.000999767816156856,-0.000534877910485822,-0.00261955192067621,-0.00142217465710155
"Ogdhl",948,1,1,-0.0121526218456564,-0.0121526218456564,-0.00345359294115295,-0.00710468591806945,-0.00734534373249034
"Chat",949,1,1,0.00049315995017478,0.00049315995017478,0.00049315995017478,0.00049315995017478,0.00049315995017478
"Glud1",950,1,1,-0.328238479869261,-0.328238479869261,-0.104424517493664,-0.311380742649627,-0.282511435804947
"Gch1",952,1,1,-0.00873074863178896,-0.00873074863178896,-0.038924351065075,-0.0316332085746004,-0.037223968382893
"Pnp",953,1,1,0.317881609171091,0.317881609171091,0.17255685417578,0.257985479275404,0.128458166907145
"Pnp2",954,1,1,0.00148020577347028,0.00148020577347028,-0.00253710523769379,0.0011428512997238,-0.000150478324800219
"Dad1",955,1,1,0.310818814134404,0.310818814134404,0.0206036890493033,0.158977268997721,0.0292074978673402
"Thtpa",956,1,1,0.000192416520494637,0.000192416520494637,0.000631151204907756,0.000565322163863277,0.000182814948935052
"Dhrs4",957,1,1,-0.157669833574187,-0.157669833574187,-0.349462276745847,-0.198818145471105,-0.176879239710437
"Gmpr2",959,1,1,0.0638782548947127,0.0638782548947127,0.0885925220092186,0.023258319371486,0.0293910900967949
"Adcy4",960,1,1,-0.0072327222656001,-0.0072327222656001,0.000478437415835819,-0.00365969742854401,-0.00819140971234313
"Atp12a",961,1,1,-0.000323883725434294,-0.000323883725434294,0,0,0
"Cryl1",962,1,1,0.00324197524444031,0.00324197524444031,-0.00883322538261029,0.00988474965230472,-0.00292589962021192
"Setdb2",963,1,1,0.0216668311043752,0.0216668311043752,0.011608809008564,0.042375134773617,0.0278272795650859
"Mtmr6",964,1,1,-0.0420882860962816,-0.0420882860962816,0.0401503613522674,-0.0620241888204152,-0.0318407136864171
"Fdft1",965,1,1,0.389482466640138,0.389482466640138,0.318869404518969,0.380082968766358,0.368767628158924
"Tdh",966,1,1,0,0,-0.000156980930254032,-0.000216032355914968,0
"Extl3",967,1,1,0.0901793256618076,0.0901793256618076,0.0377509156216898,0.103164780952525,0.0875126825154245
"Gulo",968,1,1,0,0,0,0,-0.000181384589462403
"Ephx2",969,1,1,-0.00479932536881979,-0.00479932536881979,-0.0067696349276401,-0.00662960436920395,-0.00459528632664809
"Sucla2",970,1,1,0.264076944378947,0.264076944378947,0.100037960435563,0.222942999956613,0.188049522530179
"Dgkh",971,1,1,0.0256057094334929,0.0256057094334929,0.0761900738563263,-0.0557045110766694,0.0229197510441301
"Dct",972,1,1,0.00113633174102759,0.00113633174102759,-0.00159169621012079,0.00147549149170681,0.00123322600959072
"Hs6st3",973,1,1,-6.7956936421908e-05,-6.7956936421908e-05,7.02717539707691e-05,0.000276380983374319,-0.000768696030847443
"Pcca",974,1,1,-0.206538868637431,-0.206538868637431,-0.053049273413164,-0.237811160516146,-0.190410693024934
"Gucy1a2",975,1,1,0.0142235817379866,0.0142235817379866,0.0155216178035708,0.0156608119160326,0.0137292179219146
"Aasdhppt",976,1,1,0.0372638995794674,0.0372638995794674,0.0968128591169979,-0.0376907086760743,-0.0283178594261451
"Mtmr2",977,1,1,0.0719231631580104,0.0719231631580104,0.0595952740174684,0.103483374688975,0.0900408783556733
"Fut4",978,1,1,0.0631720066646608,0.0631720066646608,0.0349796960494945,0.0531420512442727,0.0429100300641066
"Pde4a",980,1,1,0.0357248029380651,0.0357248029380651,0.0147209336520589,0.0633780242938538,0.0191267504806956
"Acp5",981,1,1,0.00482692112045383,0.00482692112045383,0.000264987379965491,0.0041144589304919,0.00467264451396766
"Pigyl",982,1,1,-0.0416641429503052,-0.0416641429503052,0.0135510801118013,-0.000849197118858891,-0.147036957705306
"B3gat1",983,1,1,-6.78896352377313e-05,-6.78896352377313e-05,0.00033711004697589,0.00033711004697589,0.00033711004697589
"Acad8",984,1,1,0.10822493869485,0.10822493869485,0.0707123832955854,0.106623333888768,0.116615616862374
"St3gal4",985,1,1,0.254057537254449,0.254057537254449,-0.0760878453707252,0.311006206618149,0.224382987469457
"Stt3a",986,1,1,0.104183686915816,0.104183686915816,0.0604520834465871,0.128301558638007,0.0961874937737268
"Sc5d",987,1,1,0.221229532489314,0.221229532489314,0.182427689694003,0.180979431476731,0.184989277709231
"Dpagt1",988,1,1,0.0153008937298037,0.0153008937298037,0.0206065774294836,0.0349475250263203,-0.00359643334716431
"Hmbs",989,1,1,0.186708716103776,0.186708716103776,-0.0989296953516017,0.264704036996921,0.157966753022842
"Kmt2a",990,1,1,0.138840494893933,0.138840494893933,0.0618158116563723,0.0835229233194938,0.140516218182403
"Atp5l",991,1,1,-0.133155926355296,-0.133155926355296,-0.0712338591200297,-0.184980117836012,-0.0106837477384385
"Pafah1b2",992,1,1,0.0204723218326357,0.0204723218326357,-0.00410051683232693,0.0597118236775942,-5.25187108220138e-05
"Pts",994,1,1,-0.367711959847232,-0.367711959847232,-0.208308834873201,-0.355908815351166,-0.332315570595162
"Dlat",996,1,1,0.043932944412755,0.043932944412755,-0.0875475957409573,0.0494287128061426,0.0205889574827032
"Alg9",997,1,1,-0.0855273576481688,-0.0855273576481688,-0.0264795051741925,-0.0648659275157571,-0.0658173758518535
"Acat1",998,1,1,0.168089039922292,0.168089039922292,-0.0251980200645429,0.185077611316522,0.154864667048452
"Acsbg1",1000,1,1,-0.3025376521687,-0.3025376521687,0.00573323661097991,-0.394027495303914,-0.322453402069573
"Hykk",1001,1,1,-0.000154859098903063,-0.000154859098903063,0.0025203409336792,0.00809757142287435,0.00526892575531855
"Man2c1",1002,1,1,-0.105535371250482,-0.105535371250482,-0.0329113230378727,-0.0899414833854014,-0.0823239747653058
"Ppcdc",1003,1,1,-0.112887525003808,-0.112887525003808,-0.0278598906741982,-0.0933490119925833,-0.114685346550525
"Cox5a",1004,1,1,-0.0721729680708059,-0.0721729680708059,-0.0878017810932139,-0.195574299220813,-0.190197037975464
"Mpi",1005,1,1,0.00043869885702158,0.00043869885702158,-0.0287782091616779,0.0405954598704731,-0.000667790239111565
"Cyp1a2",1006,1,1,0,0,-0.000229478375751976,0,0
"Cyp1a1",1007,1,1,-0.00359888712240745,-0.00359888712240745,-0.00194955867361065,-0.00184420005564947,-0.000221913274262972
"Cyp11a1",1008,1,1,0.000748048914056188,0.000748048914056188,-0.00154039915657404,0.000791868757514617,0.00116610229305553
"Adpgk",1009,1,1,-0.149486929469562,-0.149486929469562,0.0591214351987614,-0.130264025930304,-0.128364504217197
"Pkm",1011,1,1,-0.0606983794933589,-0.0606983794933589,-0.228040414275944,-0.181125946871081,-0.160228166101407
"Glce",1012,1,1,-0.456893780551795,-0.456893780551795,0.00447928247532442,-0.44418578531109,-0.266665064358176
"Hacd3",1013,1,1,0.0220262350746555,0.0220262350746555,-0.0195892777959935,0.0538774519379246,-0.0087636578584645
"Mtfmt",1014,1,1,0.00944654027598174,0.00944654027598174,0.00369564774728104,0.00301331771251373,-0.0315922281596328
"Car12",1015,1,1,-0.0183487939439389,-0.0183487939439389,-0.0171578587285944,-0.0105499182394219,-0.00984389271220127
"Gcnt3",1016,1,1,0,0,-0.000487927848484055,-0.000264787836046619,-0.000392953648282272
"Lipc",1017,1,1,-0.000789589688452755,-0.000789589688452755,0.000214091275212005,-0.000630196751714424,-0.000401364042206958
"Aldh1a2",1018,1,1,0.00685567449824223,0.00685567449824223,0.00840091684796996,0.00437163025883995,0.00716336152832984
"Pigb",1019,1,1,0.00374362411507308,0.00374362411507308,-0.0203997566450961,0.0189991102710617,0.00519374086886136
"Hmgcll1",1020,1,1,0.00942188758110542,0.00942188758110542,0.00673076775088591,0.00869831083591078,0.0093701857208837
"Elovl5",1022,1,1,0.0558847064491839,0.0558847064491839,0.0522330699889185,0.109076991778824,0.0782702624672389
"Gm10639",1023,1,1,-0.0158280381329416,-0.0158280381329416,-0.00498245667089825,-0.0184651873963274,-0.0210512027462326
"Cox7a2",1024,1,1,0.0652897693324803,0.0652897693324803,0.0150688193149158,0.0460347954370937,0.191599830856623
"Elovl4",1025,1,1,-0.0364585954487179,-0.0364585954487179,-0.050225201255366,-0.0602113741464411,-0.0421009654589843
"Bckdhb",1026,1,1,-0.142757520939493,-0.142757520939493,-0.0270147503944241,-0.140674889534988,-0.131418807050279
"Pgm3",1027,1,1,-0.106682746715517,-0.106682746715517,0.0366856248330114,-0.193496831462184,-0.224424821292553
"Me1",1028,1,1,-0.25979451708061,-0.25979451708061,-0.199087618133964,-0.338970857725621,-0.365236331941825
"Cyb5r4",1029,1,1,-0.0624312195623848,-0.0624312195623848,0.00708885935603665,-0.00617857357678586,-0.0938548283504806
"Nt5e",1030,1,1,-0.0156286941142964,-0.0156286941142964,-0.00277098455754628,-0.0266760491843782,-0.0244056737289088
"Mthfsl",1031,1,1,-0.102870619008379,-0.102870619008379,-0.0594526439605939,-0.0778953247723664,-0.0915405136694371
"Mthfs",1032,1,1,-0.0501639248033143,-0.0501639248033143,-0.0156573286218111,-0.0483536565756751,-0.0303505897178306
"Plod2",1033,1,1,0.240803617171096,0.240803617171096,0.309682715509146,0.127839331410331,0.274767821412969
"Nmnat3",1034,1,1,-0.0571215052233237,-0.0571215052233237,-0.0293347543219608,-0.0500174693930156,-0.045974165781642
"Pik3cb",1035,1,1,0.0271129647684201,0.0271129647684201,-0.00774800234554277,0.0192458387163575,-0.0183013142983424
"Pccb",1036,1,1,-0.00949330222677612,-0.00949330222677612,0.00433471377010239,-0.0193815695298576,-0.00998253526350341
"Nudt16",1037,1,1,-0.172574550113113,-0.172574550113113,-0.0394788883374761,-0.153707541048196,-0.129214831364034
"Glyctk",1038,1,1,0.00409724001410917,0.00409724001410917,0.00545154742860414,0.00731567088155538,0.00580537497971683
"Alas1",1039,1,1,-0.0870560891571052,-0.0870560891571052,0.0460604955152041,-0.0491635859750055,-0.16166948393697
"Acy1",1040,1,1,-0.00445001049482219,-0.00445001049482219,-0.0156135498262932,-0.00765951019300656,-0.0338500271376696
"Hyal2",1041,1,1,0.058157966583008,0.058157966583008,-0.0449695065440429,0.00205556687960806,-0.0482634814505537
