"","Top","p.value","FDR","summary.AUC","AUC.cap50_r16h","AUC.cap50_r4h","AUC.cap50_r8h","AUC.control"
"mt-Co3",177,6.56844907422589e-74,6.25484922683263e-72,0.199608112159455,0.440593959735589,0.556672423773144,0.534364002518436,0.199608112159455
"Cat",178,1.26264589570843e-73,1.19181589129567e-71,0.245079057580848,0.422120148641638,0.473709779199569,0.517856952636929,0.245079057580848
"Ccdc34",178,3.53329042963629e-30,2.43717767103214e-28,0.719595294327562,0.719595294327562,0.478300510519116,0.501670080084979,0.694309343629639
"Knl1",179,5.57661761206201e-30,3.8343254833606e-28,0.713256203481674,0.713256203481674,0.485967379180361,0.518307784556025,0.669126275925618
"Rfc5",181,8.00240568466146e-29,5.46729437268568e-27,0.715827995568238,0.715827995568238,0.489219987755057,0.524602635312182,0.644150076371477
"Slc6a8",182,2.99630923409415e-28,2.02142855883825e-26,0.283707891131695,0.283707891131695,0.551365003160406,0.520856168102022,0.31212486582744
"Mafg",183,7.69844599387666e-28,5.16131639358938e-26,0.276230961167432,0.276230961167432,0.570586953446774,0.490042942914153,0.306921468819029
"Akr1b3",184,1.73970104127066e-67,1.58644517411806e-65,0.230334556719746,0.405205812889482,0.578038752686084,0.544384436307558,0.230334556719746
"Prune2",184,1.23782774191954e-27,8.2474584624924e-26,0.289535207548944,0.289535207548944,0.488850003627551,0.426180226991851,0.310529567611619
"Piezo1",186,9.67585257961838e-66,8.71272064292737e-64,0.250237261854977,0.292591829050061,0.521177435274308,0.472530205434895,0.250237261854977
"Dlgap5",186,1.48601737727074e-27,9.87054937538379e-26,0.719089507679831,0.719089507679831,0.496560168026085,0.524869107134614,0.674132458631144
"St8sia2",187,1.57712024005684e-27,1.04434475957733e-25,0.738543285427067,0.738543285427067,0.486190617116927,0.509391525714823,0.740912573912929
"Lig1",188,2.67804480717449e-41,2.03654425071386e-39,0.721309297163869,0.706165967623385,0.482116642213318,0.502559830130813,0.721309297163869
"Iqsec3",189,3.02278545996317e-26,1.98939956831398e-24,0.715730583615744,0.715730583615744,0.47096260072979,0.521114884279232,0.65272603421875
"Iars",190,3.44848304109351e-26,2.26264644900528e-24,0.278202347611981,0.278202347611981,0.481164527455343,0.461956411031256,0.381422593014816
"mt-Nd4",190,3.4492594419655e-59,3.05479475105102e-57,0.203589183617655,0.334402694742527,0.364684431750625,0.352307729612418,0.203589183617655
"Dhx9",191,9.09746957283115e-26,5.95096178349237e-24,0.727079437759429,0.727079437759429,0.493874396952231,0.526721071116277,0.672920741704004
"Kif4",192,1.3290499547475e-25,8.66741941700637e-24,0.727312760282607,0.727312760282607,0.50572002194277,0.531686342645153,0.68142108659034
"Dnajc9",193,1.55747364518954e-25,1.01264019087988e-23,0.717453939296761,0.717453939296761,0.493270448819428,0.520799495826996,0.686675590640394
"Cxadr",193,1.07909422546928e-57,9.51769951898539e-56,0.243758734875021,0.363052377812097,0.498716342718513,0.434695832004128,0.243758734875021
"Popdc3",194,6.79684442659694e-57,5.92206027954629e-55,0.263421207740815,0.506147220644904,0.493380867303132,0.49944154682326,0.263421207740815
